canonical_question_id,duplicate_group_size,years,sources,source_urls,question_text
cq_001532_6ce1b5ca48,1,2022,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2022/slot-6,"In a manufacturing concern, division of work into key functions will include production, purchase, marketing accounts and personnel. These departments may be further divided into sections. Which type of structure is highlighted here?"
cq_001533_5e5e048d7e,1,2022,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2022/slot-6,It is defined as the framework within which managerial and operational tasks are performed. Identify it
cq_001534_d00c0bf10e,1,2022,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2022/slot-6,"Vasu is a hard working employee in the organisation. He has been working as a junior clerk for the last five years. As Srinath, the senior clerk retired he expected to fill the vacant position. But instead of vertically shifting Vasu, the company appointed Raman as a senior clerk through a placement agency. Vasu felt demotivated and frustrated.

Identify the limitation of external sources of recruitment discussed above."
cq_001535_8c4bbe36ba,1,2022,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2022/slot-6,Controlling function of an organisation is _____
cq_001536_2db14aa09b,1,2022,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2022/slot-6,"In a bulb manufacturing unit, the range of defective bulb is decided at 5%. Any deviation that goes beyond the permissible limit of defect is to be brought to the notice of supervisor.

Identify the concept of one of the functions of management highlighted here."
cq_001537_0902fc39f8,1,2022,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2022/slot-6,Which of the following is not a limitation of controlling ?
cq_001538_fcbec3ca5f,1,2022,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2022/slot-6,"Quantitative standards should be set so that it is easier to match the actual performance with the desired (planned) performance.

Identify the function of management discussed above."
cq_001539_a0b5ef1e1a,1,2022,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2022/slot-6,The cost in the process of raising fund through equity is known as _____.
cq_001540_305998db15,1,2022,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2022/slot-6,A trading organisation comparatively needs _____ investment in fixed assets as compared to a manufacturing organisation
cq_001541_9a84a1961f,1,2022,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2022/slot-6,Rajat is planning the break up of his finance to know the amount of capital that he will utilize to purchase fixed assets and current assets. Identify the financial decision taken by Rajat
cq_001542_d6586077be,1,2022,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2022/slot-6,Debt normally does not cause _____.
cq_001543_d0849729f2,1,2022,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2022/slot-6,"Rohit has 500 shares of Ruchi Soya Ltd. Ruchi Soya further issued 1,00,000 equity shares and offered Rohit to buy 1 more equity share for every 5 shares held by him. Identify the method of floatation"
cq_001544_a0db6e97a7,1,2022,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2022/slot-6,Beneficial owner account with a depository participant for holding and transfer of securities is also known as _____.
cq_001545_f7dcfc2598,1,2022,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2022/slot-6,"According to the Consumer Protection Act 2019, identify who among the following cannot file a complaint."
cq_001546_d218bfe505,1,2022,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2022/slot-6,Mohini went to a shopkeeper to buy hair oil. The shopkeeper forced her to buy a particular brand of oil out of various brands available with him. Which right of Mohini has been violated?
cq_001547_9aa86b1e06,1,2022,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2022/slot-6,""" ISI Mark"" is found on"
cq_001548_074c896999,1,2022,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2022/slot-6,"If a technology required to convert the idea of product offering is available, it is known as _____ feasibility analysis."
cq_001549_c942853767,1,2022,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2022/slot-6,As the volume of advertising is getting more and more expanded it is becoming difficult to make advertising messages heard by the target prospects. This will affect the _____ of advertising
cq_001550_2cce5812e1,1,2022,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2022/slot-6,That part of a brand which can be recognised but cannot be utterable is called _____.
cq_001551_8af81e4de2,1,2022,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2022/slot-6,Which one of the following is not true about objections to advertising?
cq_001552_579889e7e8,1,2022,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2022/slot-6,"The Economic survey 2019 suggests that the psychological studies can be used in the realm of tax compliance. It is in favour of using religious norms such as ""dying debt is a sin"" to improve tax compliance. Identify the related dimension of business environment.

A. Economic
B. Social
C. Technological
D. Legal
E. Political

Choose the correct answer from the option given below:"
cq_001553_3699cd5d92,1,2022,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2022/slot-6,"""Planning is decided in advance what to do and how to do"". Choose the correct sequence of steps to make the process of planning

A. Developing premises
B. Follow up action
C. Evaluating alternatives
D. Identifying alternatives
E. Selecting an alternative

Choose the correct answer from the option given below:"
cq_001554_8ca17dc9d1,1,2022,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2022/slot-6,"From the below description, arrange the organising process in a sequential order

A. Assignment of duties
B. Establishing reporting relationship
C. Identification and division of work
D. Departmentalisation

Choose the correct answer from the option given below:"
cq_001555_386345863c,1,2022,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2022/slot-6,"Identify the correct sequence in the staffing process

A. The organisation conducted inhouse trainings and offered opportunities for career advancement in the long run
B. An advertisement of 'situation vacant' was published in the daily newspaper
C. The selected employee was introduced to the office employees and he occupied the position for which he was selected
D. The number and types of human resource available and required were assessed in the organisation
E. A series of tests and interviews was conducted to shortlist a suitable candidate.

Choose the correct answer from the option given below:"
cq_001556_0221f025b1,1,2022,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2022/slot-6,"Arrange the following steps of staffing process in a correct sequence

A. Performance appraisal
B. Training and Development
C. Placement and Orientation
D. Promotion and Career planning
E. Compensation

Choose the correct answer from the option given below:"
cq_001557_7900f357a8,1,2022,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2022/slot-6,"Which of the following statements are related to limitations of planning?

A. Planning leads to rigidity
B. Planning is futuristic
C. Planning reduces creativity
D. Planning does not guarantee success
E. Planning involves decision making

Choose the correct answer from the option given below:"
cq_001558_c38c0b46da,1,2022,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2022/slot-6,"Capital market consists of

A. Development Bank
B. Financial Institutions
C. Stock Exchange
D. Treasury Bills
E. Call Money

Choose the correct answer from the option given below:"
cq_001559_dff3d1a012,1,2022,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2022/slot-6,"Which of the following are the external sources of recruitment?

A. Direct recruitment
B. Transfer
C. Casual Callers
D. Campus recruitment
E. Promotions

Choose the correct answer from the option given below:"
cq_001560_8af22c9313,1,2022,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2022/slot-6,"SEBI is an interim administrative body to promote orderly and healthy growth of securities market

Find out the correct statements about SEBI

A. SEBI was established on 12 April 1988 as an administrative body to promote orderly growth of stock market
B. The act of Parliament that governs SEBI is SEBI Act, 1994
C. The basic purpose of SEBI is to form new enterprises
D. SEBI doesn't protect the rights and interest of investors
E. SEBI is a separate regulatory body

Choose the correct answer from the option given below:"
cq_001561_2a742f1ea8,1,2022,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2022/slot-6,"From the following identify the drawbacks of external sources of recruitment

A. Wider choice
B. Dissatisfaction among existing staff
C. Lengthy process
D. Costly process
E. Competitive spirit

Choose the correct answer from the option given below:"
cq_001562_f603721195,1,2022,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2022/slot-6,"Match list I with list II

| LIST I | LIST II |
| --- | --- |
| A. People and material must be in suitable places at appropriate time for maximum efficiency | I. Espirit de corps |
| B. This principle resembles with military organisation | II. Order |
| C. It will minimize the need for using penalties | III. Stability of tenure |
| D. Employees should be given reasonable time to show results | IV. Unity of command |

Choose the correct answer from the option given below:"
cq_001563_a8225f7f3d,1,2022,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2022/slot-6,"Match list I with list II

| LIST I | LIST II |
| --- | --- |
| A. Setting performance standards | I. Management by Exception |
| B. Analysing deviation | II. Sample checking |
| C. Measurement of actual performance | III. Reveals the deviation |
| D. Comparison of actual performance with standards | IV. Serves as benchmarks |

Choose the correct answer from the option given below:"
cq_001564_19a6b49738,1,2022,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2022/slot-6,"Match list I with list II

| LIST I | LIST II |
| --- | --- |
| A. It seeks to protect and promote the interest of consumers | I. The Standards of Weight and Measures Act, 1976 |
| B. It aims to check adulteration of food articles | II. The Trade Mark Act, 1999 |
| C. It provides protection against under weight and under measure of products | III. The Consumer Protection Act 2019 |
| D. It provides protection against fraudulent marks on products | IV. The Prevention of Food Adulteration Act,1954 |

Choose the correct answer from the option given below:"
cq_001565_1b4b11f16e,1,2022,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2022/slot-6,"Match list I with list II

| LIST I | LIST II |
| --- | --- |
| A. Separation of planning and execution function | I. Standardisation of work |
| B. Setting benchmarks for every business activity which must be adhered during production | II. Simplification of work |
| C. Eliminating superflous varieties, sizes and dimensions | III. Method study |
| D. Minimizing the cost of production and maximising the quality and satisfaction of the customers. | IV. Functional foremanship |

Choose the correct answer from the option given below:"
cq_001566_939ada6087,1,2022,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2022/slot-6,"Match list I with list II

| LIST I Financial Markets | LIST II Explanation |
| --- | --- |
| A. Capital Market | I. It facilitates transfer of investible funds from savers to entrepreneurs, seeking to establish new enterprise |
| B. Money Market | II. It consists of development banks, commercial banks and stock exchange and facilitate economic development |
| C. Primary Market | III. Market with low risk, unsecured instruments where assets are close substitutes for cash |
| D. Secondary Market | IV. It helps existing investors to disinvest and fresh investors to enter market |

Choose the correct answer from the option given below:"
cq_001567_37260189f3,1,2022,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2022/slot-6,At what level of management is Mr. Murthy working?
cq_001568_35bf160b38,1,2022,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2022/slot-6,"""He grabs all possible opportunities and leads the organisation"" by example and trust. Which quality of a good leader is depicted here?"
cq_001569_9848614b8f,1,2022,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2022/slot-6,"""He ensures hiring competent people for various jobs"".

Which function of management is being performed by MR. Murthy?"
cq_001570_0a50ab66c0,1,2022,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2022/slot-6,"""Every employee is required to undergo training, their jobs are well defined and regular feedbacks are provided so that their long term interest is also served"".

Above statement describes a step involved in one of the functions of management. Identify the step."
cq_001571_cbbd20ca1b,1,2022,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2022/slot-6,"""He has also devised various ways to know the reaction of employees""

Above statement highlights one of the elements involved in communication process. Identify it."
cq_001572_5f248baa3a,1,2022,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2022/slot-6,"""Employees are offered shares at a price lower than the market price""

Financial incentives identified above is:"
cq_001573_6f890810a7,1,2022,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2022/slot-6,"""Employees are given individual autonomy and rewards for performance""

Identify the need satisfied as given by Maslow's need hierarchy theory"
cq_001574_87b3cf1692,1,2022,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2022/slot-6,"""All communication must be recorded and filed in the office"" Which type of communication is best described in the above statement?"
cq_001575_c81a197ebf,1,2022,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2022/slot-6,"""Employees were given individual autonomy and reward for performance""

Which non financial incentive is highlighted in the above statement?"
cq_001576_cb38db453f,1,2022,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2022/slot-6,Mr. Murthy always motivates his team and introduced a number of motivational schemes in the organisation. Which of the following skill is being possed by Mr. Murthy?
cq_001577_f26b2efcc5,1,2022,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2022/slot-7,"Consider the following Facts about Consumer Protection Act :
(A) Getting relief against unfair trade practices by a consumer is called right to be heard
(B) A seller is not a King in a free market economy
(C) 'Caveat emptor' means 'Let the buyer beware'
(D) Right of Consumer for being well informed throughout life, is called right to be informed
(E) Freedom to consumer for accessing variety of Products is right to be assured.
Choose the correct answer from the options given below :"
cq_001578_067018f9e5,1,2022,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2022/slot-7,Identify the true statement out of the below given statements :
cq_001579_7810db90ed,1,2022,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2022/slot-7,Which of the following is incorrect about organising ?
cq_001580_e1db15abc5,1,2022,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2022/slot-7,Which of the following is NOT considered as top Management in an Organisation ?
cq_001581_298c70c7bd,1,2022,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2022/slot-7,"Identify the correct sequence of first 5 steps of process of Selection :
(A) Employment interview
(B) Reference and background checks
(C) Selection Tests
(D) Selection Decision
(E) Preliminary Screening
Choose the correct answer from the options given below :"
cq_001582_788de63786,1,2022,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2022/slot-7,Identify the factor which does not affect the financing decision of an organisation :
cq_001583_06b9d8ad0f,1,2022,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2022/slot-7,"Arrange the following marketing philosophies according to their evolution :
(A) The Product Concept
(B) The Selling Concept
(C) The Production Concept
(D) The Marketing Concept
(E) The Societal Marketing Concept
Choose the correct answer from the options given below :"
cq_001584_99fcd67c38,1,2022,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2022/slot-7,Which of the following is the correct option relating to Entrepreneurship ?
cq_001585_c76d568d96,1,2022,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2022/slot-7,Which of the following is incorrect about elements of delegation ?
cq_001586_8e73347081,1,2022,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2022/slot-7,Fredrick Winslow Taylor was an American _______ who sought to improve industrial efficiency.
cq_001587_7633d9ba1f,1,2022,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2022/slot-7,Identify the pair which does not affect the choice of capital structure :
cq_001588_6ee5a3e585,1,2022,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2022/slot-7,"In Entrepreneurship, KASH stands for :"
cq_001589_abcf240b20,1,2022,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2022/slot-7,"Match List - I with List - II.

| List - I | List - II |
|---|---|
| (A) Departmentalisation | (I) Leads to occupational specialisation |
| (B) Functional Structure | (II) Leads to product specialisation |
| (C) Divisional Structure | (III) Network of social relationship |
| (D) Informal Organisation | (IV) Grouping of similar activites |

Choose the correct answer from the options given below :"
cq_001590_5328257eaf,1,2022,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2022/slot-7,"_______ leads to shifting an employee to higher position carrying higher responsibilities, facilities status and pay."
cq_001591_d02398d986,1,2022,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2022/slot-7,"Select the correct sequence of first five steps involved in the Trading and Settlement Procedure of Stock Exchange :
(A) Matching the share and best price available by broker
(B) Approach to a registered broker
(C) Open a Demat Account
(D) Issuance of a trade confirmation slip by broker to the investor
(E) Place an order of buying or selling with the broker
Choose the correct answer from the options given below :"
cq_001592_df09b2c3db,1,2022,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2022/slot-7,"Match List - I with List - II.

| List - I | List - II |
|---|---|
| (A) Indicator of a person's learning ability | (I) Aptitude Tests |
| (B) Provides clues to a person's value system | (II) Interest Tests |
| (C) Measurement of individuals potential for learning new skills | (III) Intelligence Tests |
| (D) Indicator for the pattern of involvement of a person | (IV) Personality Tests |

Choose the correct answer from the options given below :"
cq_001593_06b35cf568,1,2022,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2022/slot-7,"Identify the correct features of Principles of Management :
(A) Flexible
(B) Interrelated
(C) General Guidelines
(D) Pervasive
(E) Contingent
Choose the correct answer from the options given below :"
cq_001594_92e68ba464,1,2022,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2022/slot-7,"Money Market Instruments do not Include :
(A) Treasury Bill
(B) Certificate of Deposit
(C) Commercial Bill
(D) Equity Shares
(E) Preference Shares
Choose the correct answer from the options given below :"
cq_001595_150c4aceb7,1,2022,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2022/slot-7,Choose the pair which is not included in marketing mix elements :
cq_001596_43c3aa6e4b,1,2022,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2022/slot-7,"Consider the following facts about Management :
(A) Management is not a tangible force
(B) Management is not an intangible force
(C) Management of people, management of work and management of operations are dimensions of management
(D) Management is an individual activity
(E) Management is dynamic function
Choose the correct answer from the options given below :"
cq_001597_5c82549f43,1,2022,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2022/slot-7,"Mohan, a Production Manager of 'X' Ltd. has divided his factory operations under - Planning Incharge and Production Incharge.
Identify the technique of Scientific Management being followed by Mohan."
cq_001598_c528ed7c4e,1,2022,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2022/slot-7,"Which of the following statements are correct ?
(A) The Consumer Protection Act seeks to protect and promote the consumers interest.
(B) Consumer Protection Act was laid down in the year 1947.
(C) It is the moral duty of any business to take care of consumers interests.
(D) A business has social responsibilities towards various interest groups.
(E) Government of India has enacted several regulations designed to provide adequate protection to consumers.
Choose the correct answer from the options given below :"
cq_001599_91eae6ff8b,1,2022,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2022/slot-7,Which of the following is not a Limitation of Planning ?
cq_001600_b60b4f206a,1,2022,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2022/slot-7,"Identify and arrange the steps of organising Process in correct sequence.
(A) Assignment of duties
(B) Recruitment and selection
(C) Identification and division of work
(D) Establishing authority and reporting relationships
(E) Departmentalisation
Choose the correct answer from the options given below :"
cq_001601_7f1681337c,1,2022,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2022/slot-7,"Match List - I with List - II.

| List - I | List - II |
|---|---|
| (A) Packaging | (I) Impersonal form of communication |
| (B) Labelling | (II) Act of designing containers/wrappers |
| (C) Advertising | (III) Process of giving a name/sign |
| (D) Branding | (IV) Act of designing labels |

Choose the correct answer from the options given below :"
cq_001602_ce4f279e4d,1,2022,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2022/slot-7,"Considering the fact about ""Branding"" which among the following are its related terms ?
(A) Pricing
(B) Brand Mark
(C) Trade Mark
(D) Brand Name
(E) Brand
Choose the correct answer from the options given below :"
cq_001603_79d65729a5,1,2022,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2022/slot-7,"Considering the economic environment of a business, the components are :
(A) Life expectancy
(B) Inflation
(C) Interest Rate
(D) Consumption Habits
(E) Disposable Income
Choose the correct answer from the options given below :"
cq_001604_8709a3af03,1,2022,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2022/slot-7,"Identify an option which defines ""Management as an Art""."
cq_001605_d8549e0650,1,2022,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2022/slot-7,Who can file a complaint before the appropriate consumer forum ?
cq_001606_36bdf14d82,1,2022,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2022/slot-7,"Match List - I with List - II.

| List - I | List - II |
|---|---|
| (A) Unity of Command | (I) Study of movements |
| (B) Unity of Direction | (II) Differentiates between efficient and inefficient workers. |
| (C) Motion Study | (III) One subordinate one superior |
| (D) Differential Piece wage system | (IV) One head and One plan |

Choose the correct answer from the options given below :"
cq_001607_76b35bd715,1,2022,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2022/slot-7,"Arrange the steps of Planning Process in a proper order :
(A) Implementation of plan and follow-up action
(B) Developing Premises
(C) Identification and evaluation of alternative courses of action
(D) Setting up of objectives
(E) Selecting an alternative
Choose the correct answer from the options given below :"
cq_001608_7104c655a3,1,2022,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2022/slot-7,In which year New Economic Policy was introduced in India ?
cq_001609_ede6a0b23b,1,2022,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2022/slot-7,"Match List - I with List - II.

| List - I | List - II |
|---|---|
| (A) The mix between owners' and borrowed funds | (I) Financial Planning |
| (B) Quantum of finance to be raised from various long term sources | (II) Investment Decisions |
| (C) How the firm's funds are invested | (III) Capital Structure |
| (D) Financial blue print of an organisation | (IV) Financing Decisions |

Choose the correct answer from the options given below :"
cq_001610_1d40876593,1,2022,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2022/slot-7,"_______ involves shifting of an employee from one job to another or from one shift to another, without a substantive change in the responsibilities and status of the employee."
cq_001611_c71666bad3,1,2022,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2022/slot-7,"Match List - I with List - II.

| List - I | List - II |
|---|---|
| (A) Training of Intermediaries | (I) Functions of Financial Market |
| (B) Providing liquidity to financial Assets | (II) Functions of Stock Exchange |
| (C) Safety of Transaction | (III) Development function of SEBI |
| (D) Protect the interest of of investor | (IV) Objective of SEBI |

Choose the correct answer from the options given below :"
cq_001612_43fb50898d,1,2022,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2022/slot-7,"In the world of Financial market, IPO stand for :"
cq_001613_28a04e9e75,1,2022,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2022/slot-7,"Match List - I with List - II.

| List - I | List - II |
|---|---|
| (A) Objectives | (I) Specific Statements |
| (B) Rules | (II) Routine steps on how to carry out activities |
| (C) Procedure | (III) Provide the Broad Contours of business |
| (D) Strategy | (IV) Desired Future Position |

Choose the correct answer from the options given below :"
cq_001614_0de2dc088e,1,2022,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2022/slot-7,"Identify the correct statements in the context of financial decision :
(A) Financial decision includes investment decision, financing decision and dividend decision
(B) Short term investment decision is also known as 'capital budgeting decision'
(C) Short term investment decision is also known as 'Working capital decision'
(D) Investment decision includes raising funds from equity or debt
(E) Investment decision includes short term and long term investment decision
Choose the correct answer from the options given below :"
cq_001615_b7e02877fb,1,2022,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2022/slot-7,Which of the following is not a nature of Principles of Management ?
cq_001616_f96d04c5b7,1,2022,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2022/slot-7,The organisation structure can be defined as the framework within which _______ and _______ tasks are performed.
cq_001617_c5101953ff,1,2022,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2022/slot-7,Mr. Rahul's problems must be looked after by which department ?
cq_001618_db759654de,1,2022,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2022/slot-7,Which of the following is wrong ?
cq_001619_a5e3f17403,1,2022,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2022/slot-7,Identify the incentive used to motivate Mr. Rahul.
cq_001620_1fd5ecaaed,1,2022,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2022/slot-7,Identify the factor which was not responsible for the gradual decrease in the performance of Mr. Rahul.
cq_001621_d4341006e1,1,2022,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2022/slot-7,"""It is the process of influencing the behaviour of people by making them strive voluntarily towards achievement of goals"".
Identify the process from the case study :"
cq_001622_da72d16e7f,1,2022,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2022/slot-7,Identify the Functions of management which is being discussed in the above case study.
cq_001623_344df6002c,1,2022,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2022/slot-7,Identify the level of Management at which Mr. Vinay is working :
cq_001624_1c0cd1a0f6,1,2022,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2022/slot-7,"Name the step of Management Function which is discussed in given phrase ""he sets criteria"" ?"
cq_001625_3fb26fde0a,1,2022,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2022/slot-7,"Which point has been indicated in the phrase ""it is neither economical, nor easy to keep a check on each and every activity"" ?"
cq_001626_d724575775,1,2022,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2022/slot-7,"""If he tries to control everything, it will result in controlling nothing"". Identify the point which is underlined in the above phrase."
