canonical_question_id,ai_suggested_chapter,ai_suggested_subtopic,ai_suggested_question_pattern,ai_suggested_difficulty,ai_suggested_ncert_heading,ai_suggested_micro_concept,micro_concept_confidence,micro_concept_note,llm_label,rule_label,embedding_label,bm25_label,final_confidence,review_reason,taxonomy_mismatch_reason,question_text
cq_001435_3e4a4bce20,Planning,planning process,match-the-following,hard,Planning Process,planning,0.82,,skipped_or_unavailable,Planning :: limitations,Planning :: planning process,Planning :: planning process,0.5,confidence=0.50; agreement=3/4,,"Match the List I with List II

| List I | List II |
|---|---|
| A. Managers are not in the position to change plans | I. Planning is a time consuming process |
| B. Planning essentially involves looking ahead | II. Planning involves decision making |
| C. Planning involves choice from among various alternatives | III. Planning is futuristic |
| D. Sometimes plans are to be drawn overboards with time | IV. Planning leads to rigidity |"
cq_001436_f4b83420de,Entrepreneurship Development,need and characteristics,definition-based,easy,Need And Characteristics,entrepreneurship,0.82,,skipped_or_unavailable,Entrepreneurship Development :: competencies and values,Entrepreneurship Development :: need and characteristics,Entrepreneurship Development :: need and characteristics,0.63,confidence=0.63; agreement=3/4,,It implies desire to accomplish something difficult. Identify this need of motivation.
cq_001437_8a6452913e,Nature and Significance of Management,levels of management,feature-identification,easy,Levels Of Management,levels of management,0.45,Micro-concept uncertain; trust chapter/subtopic more.,skipped_or_unavailable,Planning :: limitations,Nature and Significance of Management :: levels of management,Nature and Significance of Management :: levels of management,0.37,confidence=0.37; agreement=3/4; taxonomy mismatch: micro_concept not allowed for chapter: entrepreneur characteristics; taxonomy mismatch: micro_concept not allowed for chapter: entrepreneur characteristics; taxonomy mismatch: micro_concept not allowed for chapter: entrepreneur characteristics; taxonomy mismatch: micro_concept not allowed for chapter: entrepreneur characteristics; taxonomy mismatch: micro_concept not allowed for chapter: entrepreneur characteristics; taxonomy mismatch: micro_concept not allowed for chapter: entrepreneur characteristics,,"From the following, identify which one is not the feature of 'Management as an Art'."
cq_001439_947677c3ca,Business Environment,dimensions,definition-based,easy,Dimensions,political,0.82,,skipped_or_unavailable,Business Environment :: dimensions,Business Environment :: dimensions,Business Environment :: dimensions,0.7,confidence=0.70; agreement=4/4,,Identify from the following the component which is not the part of political environment.
cq_001440_a4bd620c79,Controlling,control process,definition-based,easy,Control Process,control process,0.45,Micro-concept uncertain; trust chapter/subtopic more.,skipped_or_unavailable,Controlling :: control process,Controlling :: control process,Controlling :: control process,0.75,confidence=0.75; agreement=4/4; taxonomy mismatch: micro_concept not allowed for chapter: areas; taxonomy mismatch: micro_concept not allowed for chapter: areas; taxonomy mismatch: micro_concept not allowed for chapter: areas; taxonomy mismatch: micro_concept not allowed for chapter: areas; taxonomy mismatch: micro_concept not allowed for chapter: areas; taxonomy mismatch: micro_concept not allowed for chapter: areas,,Critical point control focuses on --
cq_001445_d5c531c7de,Staffing,selection,definition-based,easy,Selection,selection,0.82,,skipped_or_unavailable,Directing :: communication,Staffing :: selection,Staffing :: selection,0.37,confidence=0.37; agreement=3/4,,It is the test that examines candidate's individual potential for learning skills.
cq_001446_7575f9689c,Business Finance,working capital,case-study diagnosis,easy,Working Capital,working capital,0.45,Micro-concept uncertain; trust chapter/subtopic more.,skipped_or_unavailable,Business Finance :: working capital,Business Finance :: working capital,Business Finance :: working capital,0.83,taxonomy mismatch: micro_concept not allowed for chapter: types of plans; taxonomy mismatch: micro_concept not allowed for chapter: types of plans; taxonomy mismatch: micro_concept not allowed for chapter: types of plans; taxonomy mismatch: micro_concept not allowed for chapter: types of plans; taxonomy mismatch: micro_concept not allowed for chapter: types of plans; taxonomy mismatch: micro_concept not allowed for chapter: types of plans,,"""A company has the policy of giving liberal credit to its customers in order to increase the sales.""

Identify the factor affecting working capital requirement in the above situation."
cq_001451_74bd7ab7fb,Business Finance,investment decision,definition-based,easy,Investment Decision,investment,0.82,,skipped_or_unavailable,Business Finance :: financing decision,Business Finance :: investment decision,Business Finance :: investment decision,0.5,confidence=0.50; agreement=3/4,,The process of holding securities in an electronic form is known by a specific term. Identify the term.
cq_001452_31708d2c38,Business Finance,investment decision,definition-based,easy,Investment Decision,financial risk,0.82,,skipped_or_unavailable,Business Finance :: financing decision,Business Finance :: investment decision,Business Finance :: investment decision,0.39,confidence=0.39; agreement=3/4,,Given below are the examples of current Assets. Identify which of them is highly liquid?
cq_001454_ee6a7436a1,Business Finance,investment decision,definition-based,easy,Investment Decision,investment decision,0.45,Micro-concept uncertain; trust chapter/subtopic more.,skipped_or_unavailable,Marketing :: marketing meaning,Business Finance :: investment decision,Business Finance :: investment decision,0.49,confidence=0.49; agreement=3/4; taxonomy mismatch: micro_concept not allowed for chapter: commercial; taxonomy mismatch: micro_concept not allowed for chapter: commercial; taxonomy mismatch: micro_concept not allowed for chapter: commercial; taxonomy mismatch: micro_concept not allowed for chapter: commercial; taxonomy mismatch: micro_concept not allowed for chapter: commercial; taxonomy mismatch: micro_concept not allowed for chapter: commercial,,Name the money market investment used by Commercial banks to meet their cash Reserve Ratio requirement.
cq_001455_dba706d58d,Directing,meaning and importance,statement true/false,medium,Meaning And Importance,directing,0.82,,skipped_or_unavailable,Directing :: meaning and importance,Directing :: meaning and importance,Directing :: meaning and importance,0.71,confidence=0.71; agreement=4/4,,Select the statement which is NOT an importance of Directing.
cq_001456_5693ad4d4d,Business Finance,financing decision,definition-based,easy,Financing Decision,financial risk,0.82,,skipped_or_unavailable,Business Finance :: financing decision,Business Finance :: financing decision,Business Finance :: financing decision,0.6,confidence=0.60; agreement=4/4,,"Radha Ltd has invested Rs. 100,000 in the business. Out of which Rs. 70000 is equity and Rs. 30,000 is debt. Net Profit after tax is 24,000. Calculate ROI"
cq_001457_15b0cf1faa,Controlling,meaning and importance,definition-based,medium,Meaning And Importance,meaning and importance,0.45,Micro-concept uncertain; trust chapter/subtopic more.,skipped_or_unavailable,Principles of Management :: Fayol principles,Controlling :: meaning and importance,Controlling :: meaning and importance,0.57,confidence=0.57; agreement=3/4; taxonomy mismatch: micro_concept not allowed for chapter: discipline; taxonomy mismatch: micro_concept not allowed for chapter: discipline; taxonomy mismatch: micro_concept not allowed for chapter: discipline; taxonomy mismatch: micro_concept not allowed for chapter: discipline; taxonomy mismatch: micro_concept not allowed for chapter: discipline; taxonomy mismatch: micro_concept not allowed for chapter: discipline,,Identify the option which is not highlighting the importance of controlling
cq_001458_22b5448c2c,Controlling,control process,definition-based,easy,Control Process,control process,0.45,Micro-concept uncertain; trust chapter/subtopic more.,skipped_or_unavailable,Controlling :: control process,Controlling :: control process,Controlling :: control process,0.87,taxonomy mismatch: micro_concept not allowed for chapter: types of plans; taxonomy mismatch: micro_concept not allowed for chapter: types of plans; taxonomy mismatch: micro_concept not allowed for chapter: types of plans; taxonomy mismatch: micro_concept not allowed for chapter: types of plans; taxonomy mismatch: micro_concept not allowed for chapter: types of plans; taxonomy mismatch: micro_concept not allowed for chapter: types of plans,,"""Only Significant deviations which go beyond the permissible limit should be brought to the notice of management"" Identify the technique being referred in analysing deviation."
cq_001459_4ad87b22dc,Consumer Protection,consumer rights,definition-based,easy,Consumer Rights,consumer,0.82,,skipped_or_unavailable,Staffing :: staffing process,Consumer Protection :: consumer rights,Consumer Protection :: consumer rights,0.24,confidence=0.24; agreement=2/4,,This is a privilege given to existing stakeholders to subscribe to a new issue of shares on pro-rata basis-
cq_001460_6f4cce78c8,Controlling,meaning and importance,definition-based,easy,Meaning And Importance,meaning and importance,0.45,Micro-concept uncertain; trust chapter/subtopic more.,skipped_or_unavailable,Controlling :: meaning and importance,Controlling :: meaning and importance,Controlling :: meaning and importance,0.53,confidence=0.53; agreement=4/4; taxonomy mismatch: micro_concept not allowed for chapter: could; taxonomy mismatch: micro_concept not allowed for chapter: could; taxonomy mismatch: micro_concept not allowed for chapter: could; taxonomy mismatch: micro_concept not allowed for chapter: could; taxonomy mismatch: micro_concept not allowed for chapter: could; taxonomy mismatch: micro_concept not allowed for chapter: could,,"A manger realised that inspite of best efforts put in by his workers, the target could not be achieved. 'Obsolete machinery' was the cause of deviation. Suggest from the following a corrective actions that could be appropriate to overcome the on going problem."
cq_001461_42548b88a7,Entrepreneurship Development,need and characteristics,chronology/process order,easy,Need And Characteristics,entrepreneurship,0.82,,skipped_or_unavailable,Directing :: motivation,Entrepreneurship Development :: need and characteristics,Entrepreneurship Development :: need and characteristics,0.6,confidence=0.60; agreement=3/4,,"Identify the correct sequence followed in motivation process.

A. Tension
B. Search Behaviour
C. Drives
D. Unsatisfied Need
E. Satisfies Need"
cq_001463_067d86ccbf,Staffing,recruitment,chronology/process order,easy,Recruitment,recruitment,0.82,,skipped_or_unavailable,Staffing :: staffing process,Staffing :: recruitment,Staffing :: recruitment,0.63,confidence=0.63; agreement=3/4,,"Arrange the following steps involved in the process of recruitment in a proper sequence.

A. Choosing the most suitable source/sources of supply
B. Inviting application from the prospective candidates for the vacancies
C. Assessment of their validity
D. Identification of different sources of labour supply"
cq_001465_e490091d6d,Marketing,product,definition-based,easy,Product,marketing,0.82,,skipped_or_unavailable,Marketing :: product,Marketing :: product,Marketing :: product,0.51,confidence=0.51; agreement=4/4,,Which quality certification mark is used for agriculture products?
cq_001470_09be0da861,Staffing,recruitment,statement true/false,easy,Recruitment,recruitment,0.82,,skipped_or_unavailable,Staffing :: staffing process,Staffing :: recruitment,Staffing :: recruitment,0.63,confidence=0.63; agreement=3/4,,"Identify the correct statements with respect to Internal sources of recruitment

A. Transfers and promotion are the two important sources of internal recruitment.
B. Internal recruitment induces fresh talent in the organization.
C. Internal recruitment simplifies the process of selection and placement.
D. Selecting employees through internal recruitment reduces their motivation.
E. Internal recruitment is a costly process."
cq_001471_ab5aaeacf5,Business Environment,meaning and features,definition-based,easy,Meaning And Features,meaning and features,0.45,Micro-concept uncertain; trust chapter/subtopic more.,skipped_or_unavailable,Marketing :: marketing mix,Business Environment :: meaning and features,Business Environment :: meaning and features,0.35,confidence=0.35; agreement=3/4; taxonomy mismatch: micro_concept not allowed for chapter: analysis; taxonomy mismatch: micro_concept not allowed for chapter: analysis; taxonomy mismatch: micro_concept not allowed for chapter: analysis; taxonomy mismatch: micro_concept not allowed for chapter: analysis; taxonomy mismatch: micro_concept not allowed for chapter: analysis; taxonomy mismatch: micro_concept not allowed for chapter: analysis,,Name the type of analysis conducted by Kapil.
cq_001474_ca3f40b363,Staffing,meaning and importance,principle-identification,medium,Meaning And Importance,meaning and importance,0.45,Micro-concept uncertain; trust chapter/subtopic more.,skipped_or_unavailable,Nature and Significance of Management :: meaning and objectives,Staffing :: meaning and importance,Staffing :: meaning and importance,0.27,confidence=0.27; agreement=2/4; taxonomy mismatch: micro_concept not allowed for chapter: equity; taxonomy mismatch: micro_concept not allowed for chapter: equity; taxonomy mismatch: micro_concept not allowed for chapter: equity; taxonomy mismatch: micro_concept not allowed for chapter: equity; taxonomy mismatch: micro_concept not allowed for chapter: equity; taxonomy mismatch: micro_concept not allowed for chapter: equity,,"Mention the principle of management which is not followed in the given lines.

""The spirit of teamwork, which had characterized the company, previously was beginning to take back seat."""
cq_001475_9397af89d5,Principles of Management,Fayol principles,principle-identification,easy,Fayol Principles,discipline,0.82,,skipped_or_unavailable,Principles of Management :: Fayol principles,Principles of Management :: Fayol principles,Principles of Management :: Fayol principles,0.52,confidence=0.52; agreement=4/4,,"Identify the principle of management that is violated by shining limited.

""A good company should have an employee suggestion system where by suggestions which result in substantial cost/time reduction, should be rewarded."""
cq_001476_d44b00c1aa,Marketing,product,definition-based,easy,Product,marketing,0.82,,skipped_or_unavailable,Marketing :: product,Marketing :: product,Marketing :: product,0.53,confidence=0.53; agreement=4/4,,Which mark should be used by Shining Ltd. for its products.
cq_001479_d46fa30550,Controlling,relationship with planning,definition-based,easy,Relationship With Planning,relationship with planning,0.45,Micro-concept uncertain; trust chapter/subtopic more.,skipped_or_unavailable,Nature and Significance of Management :: functions of management,Controlling :: relationship with planning,Controlling :: relationship with planning,0.35,confidence=0.35; agreement=2/4; taxonomy mismatch: micro_concept not allowed for chapter: communication barriers; taxonomy mismatch: micro_concept not allowed for chapter: communication barriers; taxonomy mismatch: micro_concept not allowed for chapter: communication barriers; taxonomy mismatch: micro_concept not allowed for chapter: communication barriers; taxonomy mismatch: micro_concept not allowed for chapter: communication barriers; taxonomy mismatch: micro_concept not allowed for chapter: communication barriers,,Which function of management refers to monitoring organisational performance towards the attainment of organisational goals ?
cq_001481_0117237c76,Principles of Management,Fayol principles,statement true/false,easy,Fayol Principles,Fayol principles,0.45,Micro-concept uncertain; trust chapter/subtopic more.,skipped_or_unavailable,Nature and Significance of Management :: meaning and objectives,Principles of Management :: Fayol principles,Principles of Management :: Fayol principles,0.38,confidence=0.38; agreement=3/4; taxonomy mismatch: micro_concept not allowed for chapter: financial risk; taxonomy mismatch: micro_concept not allowed for chapter: financial risk; taxonomy mismatch: micro_concept not allowed for chapter: financial risk; taxonomy mismatch: micro_concept not allowed for chapter: financial risk; taxonomy mismatch: micro_concept not allowed for chapter: financial risk; taxonomy mismatch: micro_concept not allowed for chapter: financial risk,,"""The Intererst of an organisation should take priority over the interest of any individual employee"". Identify the Principle of Management referred to in the statement given above."
cq_001482_319b72cc00,Principles of Management,Taylor scientific management,match-the-following,hard,Taylor Scientific Management,scientific management,0.82,,skipped_or_unavailable,Principles of Management :: Taylor scientific management,Principles of Management :: Taylor scientific management,Principles of Management :: Taylor scientific management,0.73,confidence=0.73; agreement=4/4,,"Match the items of List - I with the corect items of List - II.

| List - I | List - II |
| --- | --- |
| (a) Science not rule of thumb | (i) Managers served as a link between owners and workers |
| (b) Harmony, not discord | (ii) Developed through study and analysis |
| (c) Cooperation not individualism | (iii) One best way to doing the job |
| (d) Method study | (iv) Complete Cooperation between the Labour and Management |

Choose the correct answer from the options given below :"
cq_001483_8b0db4ba8b,Business Environment,dimensions,definition-based,easy,Dimensions,dimensions,0.45,Micro-concept uncertain; trust chapter/subtopic more.,skipped_or_unavailable,Business Environment :: dimensions,Business Environment :: dimensions,Business Environment :: dimensions,0.91,taxonomy mismatch: micro_concept not allowed for chapter: place/channel; taxonomy mismatch: micro_concept not allowed for chapter: place/channel; taxonomy mismatch: micro_concept not allowed for chapter: place/channel; taxonomy mismatch: micro_concept not allowed for chapter: place/channel; taxonomy mismatch: micro_concept not allowed for chapter: place/channel; taxonomy mismatch: micro_concept not allowed for chapter: place/channel,,"Attitudes towards product innovations, lifestyles, occupational distribution and consumer preferences constitute _____ dimension of business environment."
cq_001484_df174be25a,Business Environment,importance of environment,definition-based,easy,Importance Of Environment,importance of environment,0.45,Micro-concept uncertain; trust chapter/subtopic more.,skipped_or_unavailable,Business Environment :: importance of environment,Business Environment :: importance of environment,Business Environment :: importance of environment,0.87,taxonomy mismatch: micro_concept not allowed for chapter: types of plans; taxonomy mismatch: micro_concept not allowed for chapter: types of plans; taxonomy mismatch: micro_concept not allowed for chapter: types of plans; taxonomy mismatch: micro_concept not allowed for chapter: types of plans; taxonomy mismatch: micro_concept not allowed for chapter: types of plans; taxonomy mismatch: micro_concept not allowed for chapter: types of plans,,Business Environment doesn't help in :
cq_001485_816012eb02,Business Environment,dimensions,case-study diagnosis,medium,Dimensions,environment,0.82,,skipped_or_unavailable,Business Environment :: meaning and features,Business Environment :: dimensions,Business Environment :: dimensions,0.63,confidence=0.63; agreement=3/4,,"SwarnaBhoomi is a resort in the outskirts of Delhi at Delhi-Gurgoan Express way. The unique feature of this resort was being a gadget free zone where families enjoy their time together. However, recently the visitors have been requesting for wifi, pet care facilities and room pantry. The manager sensing the shift in consumer preference upgraded these facilities by providing :
(a) Free Wi-fi zone
(b) A cretch for pets
(c) A cook-top with essentials for cooking in selected villas and rooms
The above case highlights that :"
cq_001488_2a110d4b6e,Planning,importance,feature-identification,easy,Importance,planning,0.82,,skipped_or_unavailable,Planning :: importance,Planning :: importance,Planning :: importance,0.67,confidence=0.67; agreement=4/4,,The purpose of planning is to meet future events effectively to the best advantage of an organisation. Identify the feature of planning highlighted here :
cq_001492_d751be9a8b,Staffing,staffing process,statement true/false,easy,Staffing Process,staffing process,0.45,Micro-concept uncertain; trust chapter/subtopic more.,skipped_or_unavailable,Staffing :: staffing process,Staffing :: staffing process,Staffing :: staffing process,0.9,taxonomy mismatch: micro_concept not allowed for chapter: types of plans; taxonomy mismatch: micro_concept not allowed for chapter: types of plans; taxonomy mismatch: micro_concept not allowed for chapter: types of plans; taxonomy mismatch: micro_concept not allowed for chapter: types of plans; taxonomy mismatch: micro_concept not allowed for chapter: types of plans; taxonomy mismatch: micro_concept not allowed for chapter: types of plans,,The objective of the step of Staffing Process is to create a pool of prospective candidates for the job. Identify the step of Staffing Process highlighted in the above statement.
cq_001493_db250004dd,Entrepreneurship Development,need and characteristics,case-study diagnosis,easy,Need And Characteristics,need and characteristics,0.45,Micro-concept uncertain; trust chapter/subtopic more.,skipped_or_unavailable,Principles of Management :: Fayol principles,Entrepreneurship Development :: need and characteristics,Entrepreneurship Development :: need and characteristics,0.25,confidence=0.25; agreement=2/4; taxonomy mismatch: micro_concept not allowed for chapter: delegation; taxonomy mismatch: micro_concept not allowed for chapter: delegation; taxonomy mismatch: micro_concept not allowed for chapter: delegation; taxonomy mismatch: micro_concept not allowed for chapter: delegation; taxonomy mismatch: micro_concept not allowed for chapter: delegation; taxonomy mismatch: micro_concept not allowed for chapter: delegation,,The manager does not have confidence on his subordinates so he does not ask for any suggestions from them. Identify the type of Personal Barrier being highlighted in the above situation.
cq_001497_cf13f6d63e,Marketing,marketing management philosophies,example-to-concept,easy,Marketing Management Philosophies,marketing management philosophies,0.45,Micro-concept uncertain; trust chapter/subtopic more.,skipped_or_unavailable,Controlling :: control process,Marketing :: marketing management philosophies,Marketing :: marketing management philosophies,0.41,confidence=0.41; agreement=3/4; taxonomy mismatch: micro_concept not allowed for chapter: types of plans; taxonomy mismatch: micro_concept not allowed for chapter: types of plans; taxonomy mismatch: micro_concept not allowed for chapter: types of plans; taxonomy mismatch: micro_concept not allowed for chapter: types of plans; taxonomy mismatch: micro_concept not allowed for chapter: types of plans; taxonomy mismatch: micro_concept not allowed for chapter: types of plans,,"Maya, the owner of the firm, sets production target for each day and month, in consultation with the Production Manager and supervisors. They decided that deviation between standard production and actual production up to 5% is acceptable. Deviations beyond this, should be reported. Identify the concept mentioned above."
cq_001498_74213bdebd,Controlling,control process,chronology/process order,easy,Control Process,control process,0.45,Micro-concept uncertain; trust chapter/subtopic more.,skipped_or_unavailable,Controlling :: meaning and importance,Controlling :: control process,Controlling :: control process,0.63,confidence=0.63; agreement=3/4; taxonomy mismatch: micro_concept not allowed for chapter: performance; taxonomy mismatch: micro_concept not allowed for chapter: performance; taxonomy mismatch: micro_concept not allowed for chapter: performance; taxonomy mismatch: micro_concept not allowed for chapter: performance; taxonomy mismatch: micro_concept not allowed for chapter: performance; taxonomy mismatch: micro_concept not allowed for chapter: performance,,"Arrange the following steps of controlling in proper order.
(a) Analysing deviation
(b) Comparing actual performance with standards
(c) Setting performance standards
(d) Taking corrective action
(e) Measurement of actual performance
Choose the most appropriate answer from the options given below :"
cq_001499_90d9f7e7b6,Controlling,control process,match-the-following,medium,Control Process,control process,0.45,Micro-concept uncertain; trust chapter/subtopic more.,skipped_or_unavailable,Planning :: types of plans,Controlling :: control process,Controlling :: control process,0.27,confidence=0.27; agreement=2/4; taxonomy mismatch: micro_concept not allowed for chapter: types of plans; taxonomy mismatch: micro_concept not allowed for chapter: types of plans; taxonomy mismatch: micro_concept not allowed for chapter: types of plans; taxonomy mismatch: micro_concept not allowed for chapter: types of plans; taxonomy mismatch: micro_concept not allowed for chapter: types of plans; taxonomy mismatch: micro_concept not allowed for chapter: types of plans,,"Match the items of List - I with the correct items of List - II.

| List - I | List - II |
| --- | --- |
| (a) Personal Observation | (i) operations are planned in advance in the form of financial statement and actual results compared |
| (b) Budgetary Control | (ii) Technique used to study relationship between cost, volume and profits |
| (c) Break even Analysis | (iii) enables manager to collect first hand information |
| (d) Statistical Reports | (iv) information presented in the form of chart, graph, table etc. |

Choose the correct answer from the options given below :"
cq_001500_67f084d1c3,Controlling,control process,concept-to-example,medium,Control Process,control process,0.45,Micro-concept uncertain; trust chapter/subtopic more.,skipped_or_unavailable,Principles of Management :: Fayol principles,Controlling :: control process,Controlling :: control process,0.45,confidence=0.45; agreement=3/4; taxonomy mismatch: micro_concept not allowed for chapter: discipline; taxonomy mismatch: micro_concept not allowed for chapter: discipline; taxonomy mismatch: micro_concept not allowed for chapter: discipline; taxonomy mismatch: micro_concept not allowed for chapter: discipline; taxonomy mismatch: micro_concept not allowed for chapter: discipline; taxonomy mismatch: micro_concept not allowed for chapter: discipline,,Which one of the following is NOT a limitation of controlling ?
cq_001501_65bfd632e2,Business Finance,financial planning,concept-to-example,easy,Financial Planning,financial planning,0.45,Micro-concept uncertain; trust chapter/subtopic more.,skipped_or_unavailable,Marketing :: marketing mix,Business Finance :: financial planning,Business Finance :: financial planning,0.49,confidence=0.49; agreement=3/4; taxonomy mismatch: micro_concept not allowed for chapter: price mix; taxonomy mismatch: micro_concept not allowed for chapter: price mix; taxonomy mismatch: micro_concept not allowed for chapter: price mix; taxonomy mismatch: micro_concept not allowed for chapter: price mix; taxonomy mismatch: micro_concept not allowed for chapter: price mix; taxonomy mismatch: micro_concept not allowed for chapter: price mix,,Which one of the following is NOT the function of Financial Market ?
cq_001502_78f2dcebdf,Entrepreneurship Development,entrepreneurship in India,definition-based,easy,Entrepreneurship In India,entrepreneurship,0.82,,skipped_or_unavailable,Consumer Protection :: consumer rights,Entrepreneurship Development :: entrepreneurship in India,Entrepreneurship Development :: entrepreneurship in India,0.46,confidence=0.46; agreement=3/4,,Name the intermediary who is authorised to maintain the accounts of dematerialised shares :
cq_001503_d763648226,Marketing,marketing meaning,definition-based,easy,Marketing Meaning,marketing meaning,0.45,Micro-concept uncertain; trust chapter/subtopic more.,skipped_or_unavailable,Marketing :: marketing meaning,Marketing :: marketing meaning,Marketing :: marketing meaning,0.48,confidence=0.48; agreement=4/4; taxonomy mismatch: micro_concept not allowed for chapter: financial risk; taxonomy mismatch: micro_concept not allowed for chapter: financial risk; taxonomy mismatch: micro_concept not allowed for chapter: financial risk; taxonomy mismatch: micro_concept not allowed for chapter: financial risk; taxonomy mismatch: micro_concept not allowed for chapter: financial risk; taxonomy mismatch: micro_concept not allowed for chapter: financial risk,,"Name the money market instrument, used by large and credit worthy companies to raise the short term funds at lower rates of interest than market rates."
cq_001504_92cbc2bbea,Consumer Protection,consumer rights,definition-based,easy,Consumer Rights,consumer rights,0.45,Micro-concept uncertain; trust chapter/subtopic more.,skipped_or_unavailable,Consumer Protection :: consumer rights,Consumer Protection :: consumer rights,Consumer Protection :: consumer rights,0.61,confidence=0.61; agreement=4/4; taxonomy mismatch: micro_concept not allowed for chapter: types of plans; taxonomy mismatch: micro_concept not allowed for chapter: types of plans; taxonomy mismatch: micro_concept not allowed for chapter: types of plans; taxonomy mismatch: micro_concept not allowed for chapter: types of plans; taxonomy mismatch: micro_concept not allowed for chapter: types of plans; taxonomy mismatch: micro_concept not allowed for chapter: types of plans,,"In order to raise share capital, ABC Ltd., is issuing shares and giving privilege to the existing shareholders to subscribe to the new issue of shares according to the terms of conditions of the company. Identify the method of floatation used by the company."
cq_001505_a70c0d94ea,Business Finance,financial management,statement true/false,easy,Financial Management,financial management,0.45,Micro-concept uncertain; trust chapter/subtopic more.,skipped_or_unavailable,Marketing :: marketing mix,Business Finance :: financial management,Business Finance :: financial management,0.55,confidence=0.55; agreement=3/4; taxonomy mismatch: micro_concept not allowed for chapter: price mix; taxonomy mismatch: micro_concept not allowed for chapter: price mix; taxonomy mismatch: micro_concept not allowed for chapter: price mix; taxonomy mismatch: micro_concept not allowed for chapter: price mix; taxonomy mismatch: micro_concept not allowed for chapter: price mix; taxonomy mismatch: micro_concept not allowed for chapter: price mix,,"""Financial Markets help to save time, efforts and money of both buyers and sellers of financial assets"". Identify the function of financial markets being highlighted in the statement."
cq_001506_fd34579b77,Business Finance,dividend decision,definition-based,easy,Dividend Decision,dividend decision,0.45,Micro-concept uncertain; trust chapter/subtopic more.,skipped_or_unavailable,Business Finance :: dividend decision,Business Finance :: dividend decision,Business Finance :: dividend decision,0.78,taxonomy mismatch: micro_concept not allowed for chapter: types of plans; taxonomy mismatch: micro_concept not allowed for chapter: types of plans; taxonomy mismatch: micro_concept not allowed for chapter: types of plans; taxonomy mismatch: micro_concept not allowed for chapter: types of plans; taxonomy mismatch: micro_concept not allowed for chapter: types of plans; taxonomy mismatch: micro_concept not allowed for chapter: types of plans,,"Dividend decision is affected by many factors. Identify the factors affecting dividend decisions.
(a) State of Capital market
(b) Control Consideration
(c) Shareholder's Preference
(d) Taxation Policy
(e) Floatation Cost
Choose the most appropriate answer from the options given below :"
cq_001507_4b9e16bbf4,Nature and Significance of Management,levels of management,definition-based,easy,Levels Of Management,levels of management,0.45,Micro-concept uncertain; trust chapter/subtopic more.,skipped_or_unavailable,Marketing :: marketing vs selling,Nature and Significance of Management :: levels of management,Nature and Significance of Management :: levels of management,0.44,confidence=0.44; agreement=3/4; taxonomy mismatch: micro_concept not allowed for chapter: place/channel; taxonomy mismatch: micro_concept not allowed for chapter: place/channel; taxonomy mismatch: micro_concept not allowed for chapter: place/channel; taxonomy mismatch: micro_concept not allowed for chapter: place/channel; taxonomy mismatch: micro_concept not allowed for chapter: place/channel; taxonomy mismatch: micro_concept not allowed for chapter: place/channel,,Ravi has started his online business of selling Garments because of low cost of production. Identify the distributions channel used by Ravi.
cq_001509_922a999fb0,Entrepreneurship Development,need and characteristics,chronology/process order,easy,Need And Characteristics,need and characteristics,0.45,Micro-concept uncertain; trust chapter/subtopic more.,skipped_or_unavailable,Marketing :: marketing mix,Entrepreneurship Development :: need and characteristics,Entrepreneurship Development :: need and characteristics,0.32,confidence=0.32; agreement=2/4; taxonomy mismatch: micro_concept not allowed for chapter: price mix; taxonomy mismatch: micro_concept not allowed for chapter: price mix; taxonomy mismatch: micro_concept not allowed for chapter: price mix; taxonomy mismatch: micro_concept not allowed for chapter: price mix; taxonomy mismatch: micro_concept not allowed for chapter: price mix; taxonomy mismatch: micro_concept not allowed for chapter: price mix,,"Identify the correct sequence of factors affecting Price Determination from the following.
(a) Product cost
(b) Environmental factors
(c) The Utility and Demand
(d) Company Characteristics
(e) The Extent of competition in the market
Choose the most appropriate answer from the options given below :"
