source,year,date,shift,set_name,question_id,question_number,question_text,passage_text,case_text,option_a,option_b,option_c,option_d,correct_option,answer_source,question_type,difficulty_estimate,unit,chapter,subtopic,ncert_keyword_match,repeated_concept_cluster,confidence_score,source_url,raw_file_path,needs_review,normalized_question_key,exact_question_hash,canonical_question_id,source_tier,source_weight,year_weight,weighted_frequency_score,recency_weighted_score,duplicate_group_size,duplicate_source_urls
AfterBoards CUET Business Studies PYQs linked file,2022,17 Aug,1.0,17 Aug Shift 1,69e9ef945da296ef51f082ce,42,"The manager of the production department, Mr. Aream has created the chart to minimise unnecessary movement. Identify the technique of scientific management followed by him.","Matilda is the CEO of Inflorescent Ltd. This year she wants to expand her business and get a growth in profit by 30%. To achieve this target, she has divided the entire work of the organisation into 4 divisions. Each division will be headed by a manager. Each manager will identify 3 workers each who are hardworking and send them for training to increase their efficiency. The Managers also have to decide the best way to do the work. Mr. Aream, who is the manager of the production department has set a chart that all the workers will follow while producing the product. The chart will help in minimising the unnecessary movement. Matilda has also given instructions to all the department managers that they must avoid dual-subordination. To ensure that all the managers are able to achieve their individual targets, Matilda has duly assigned authority to each manager.","Matilda is the CEO of Inflorescent Ltd. This year she wants to expand her business and get a growth in profit by 30%. To achieve this target, she has divided the entire work of the organisation into 4 divisions. Each division will be headed by a manager. Each manager will identify 3 workers each who are hardworking and send them for training to increase their efficiency. The Managers also have to decide the best way to do the work. Mr. Aream, who is the manager of the production department has set a chart that all the workers will follow while producing the product. The chart will help in minimising the unnecessary movement. Matilda has also given instructions to all the department managers that they must avoid dual-subordination. To ensure that all the managers are able to achieve their individual targets, Matilda has duly assigned authority to each manager.",Fatigue Study,Time Study,Motion Study,Method Study,C,AfterBoards CUET Business Studies PYQs linked file,direct,easy,Unit II,Principles of Management,techniques of scientific management,"method study, motion study, time study, fatigue study",Principles of Management :: techniques of scientific management,0.86,https://www.afterboards.in/past-year-questions/cuet-business-studies/2022/slot-3,C:\Users\shrey\OneDrive\Documents\New project\data\raw\afterboards.in_161f8cabc62b7e41.html,no,the manager of the production department mr aream has created the chart to minimise unnecessary movement identify the technique of scientific management followed by him fatigue study time study motion study method study,efd44b720cf998c25a813954,cq_001418_efd44b720c,structured_pyq_site,0.65,0.45,0.65,0.2925,1,https://www.afterboards.in/past-year-questions/cuet-business-studies/2022/slot-3
AfterBoards CUET Business Studies PYQs linked file,2022,17 Aug,1.0,17 Aug Shift 1,69e9ef945da296ef51f082d0,43,"By assigning each manager authority, Matilda has followed one of the principles of the management. Identify the principles followed by Matilda.","Matilda is the CEO of Inflorescent Ltd. This year she wants to expand her business and get a growth in profit by 30%. To achieve this target, she has divided the entire work of the organisation into 4 divisions. Each division will be headed by a manager. Each manager will identify 3 workers each who are hardworking and send them for training to increase their efficiency. The Managers also have to decide the best way to do the work. Mr. Aream, who is the manager of the production department has set a chart that all the workers will follow while producing the product. The chart will help in minimising the unnecessary movement. Matilda has also given instructions to all the department managers that they must avoid dual-subordination. To ensure that all the managers are able to achieve their individual targets, Matilda has duly assigned authority to each manager.","Matilda is the CEO of Inflorescent Ltd. This year she wants to expand her business and get a growth in profit by 30%. To achieve this target, she has divided the entire work of the organisation into 4 divisions. Each division will be headed by a manager. Each manager will identify 3 workers each who are hardworking and send them for training to increase their efficiency. The Managers also have to decide the best way to do the work. Mr. Aream, who is the manager of the production department has set a chart that all the workers will follow while producing the product. The chart will help in minimising the unnecessary movement. Matilda has also given instructions to all the department managers that they must avoid dual-subordination. To ensure that all the managers are able to achieve their individual targets, Matilda has duly assigned authority to each manager.",Scalar Chain,Unity of command,Co-operation not individualism,Authority and Responsibility,D,AfterBoards CUET Business Studies PYQs linked file,case-based,hard,Unit II,Principles of Management,Fayol principles,"authority, unity of command, scalar chain",Principles of Management :: Fayol principles,0.83,https://www.afterboards.in/past-year-questions/cuet-business-studies/2022/slot-3,C:\Users\shrey\OneDrive\Documents\New project\data\raw\afterboards.in_161f8cabc62b7e41.html,no,by assigning each manager authority matilda has followed one of the principles of the management identify the principles followed by matilda scalar chain unity of command co operation not individualism authority and responsibility,ebf5c14230308ddbc512fd02,cq_001419_ebf5c14230,structured_pyq_site,0.65,0.45,0.65,0.2925,1,https://www.afterboards.in/past-year-questions/cuet-business-studies/2022/slot-3
AfterBoards CUET Business Studies PYQs linked file,2022,17 Aug,1.0,17 Aug Shift 1,69e9ef945da296ef51f082d2,44,Identify the principle of management Matilda needs to follow to avoid dual-subordination.,"Matilda is the CEO of Inflorescent Ltd. This year she wants to expand her business and get a growth in profit by 30%. To achieve this target, she has divided the entire work of the organisation into 4 divisions. Each division will be headed by a manager. Each manager will identify 3 workers each who are hardworking and send them for training to increase their efficiency. The Managers also have to decide the best way to do the work. Mr. Aream, who is the manager of the production department has set a chart that all the workers will follow while producing the product. The chart will help in minimising the unnecessary movement. Matilda has also given instructions to all the department managers that they must avoid dual-subordination. To ensure that all the managers are able to achieve their individual targets, Matilda has duly assigned authority to each manager.","Matilda is the CEO of Inflorescent Ltd. This year she wants to expand her business and get a growth in profit by 30%. To achieve this target, she has divided the entire work of the organisation into 4 divisions. Each division will be headed by a manager. Each manager will identify 3 workers each who are hardworking and send them for training to increase their efficiency. The Managers also have to decide the best way to do the work. Mr. Aream, who is the manager of the production department has set a chart that all the workers will follow while producing the product. The chart will help in minimising the unnecessary movement. Matilda has also given instructions to all the department managers that they must avoid dual-subordination. To ensure that all the managers are able to achieve their individual targets, Matilda has duly assigned authority to each manager.",Unity of command,Authority and Responsibility,Unity of Direction,Scalar Chain,A,AfterBoards CUET Business Studies PYQs linked file,direct,easy,Unit II,Principles of Management,Fayol principles,"authority, unity of command, unity of direction, scalar chain",Principles of Management :: Fayol principles,0.88,https://www.afterboards.in/past-year-questions/cuet-business-studies/2022/slot-3,C:\Users\shrey\OneDrive\Documents\New project\data\raw\afterboards.in_161f8cabc62b7e41.html,no,identify the principle of management matilda needs to follow to avoid dual subordination unity of command authority and responsibility unity of direction scalar chain,da2593052c090ee1f787f0c7,cq_001420_da2593052c,structured_pyq_site,0.65,0.45,0.65,0.2925,1,https://www.afterboards.in/past-year-questions/cuet-business-studies/2022/slot-3
AfterBoards CUET Business Studies PYQs linked file,2022,17 Aug,1.0,17 Aug Shift 1,69e9ef945da296ef51f082d4,45,Identify the principle of management from the above case study when each manager has to identify and send 3 workers for training.,"Matilda is the CEO of Inflorescent Ltd. This year she wants to expand her business and get a growth in profit by 30%. To achieve this target, she has divided the entire work of the organisation into 4 divisions. Each division will be headed by a manager. Each manager will identify 3 workers each who are hardworking and send them for training to increase their efficiency. The Managers also have to decide the best way to do the work. Mr. Aream, who is the manager of the production department has set a chart that all the workers will follow while producing the product. The chart will help in minimising the unnecessary movement. Matilda has also given instructions to all the department managers that they must avoid dual-subordination. To ensure that all the managers are able to achieve their individual targets, Matilda has duly assigned authority to each manager.","Matilda is the CEO of Inflorescent Ltd. This year she wants to expand her business and get a growth in profit by 30%. To achieve this target, she has divided the entire work of the organisation into 4 divisions. Each division will be headed by a manager. Each manager will identify 3 workers each who are hardworking and send them for training to increase their efficiency. The Managers also have to decide the best way to do the work. Mr. Aream, who is the manager of the production department has set a chart that all the workers will follow while producing the product. The chart will help in minimising the unnecessary movement. Matilda has also given instructions to all the department managers that they must avoid dual-subordination. To ensure that all the managers are able to achieve their individual targets, Matilda has duly assigned authority to each manager.",Co-operation not individualism,Harmony not discord,Science not rule of thumb,Development of each and every person to his greatest efficiency and prosperity,D,AfterBoards CUET Business Studies PYQs linked file,case-based,hard,Unit VI,Staffing,training and development,"training, development, case study",Staffing :: training and development,0.75,https://www.afterboards.in/past-year-questions/cuet-business-studies/2022/slot-3,C:\Users\shrey\OneDrive\Documents\New project\data\raw\afterboards.in_161f8cabc62b7e41.html,no,identify the principle of management from the above case study when each manager has to identify and send 3 workers for training co operation not individualism harmony not discord science not rule of thumb development of each and every person to his greatest efficiency and prosperity,e6f53e299f5b47aaefae0999,cq_001421_e6f53e299f,structured_pyq_site,0.65,0.45,0.65,0.2925,1,https://www.afterboards.in/past-year-questions/cuet-business-studies/2022/slot-3
AfterBoards CUET Business Studies PYQs linked file,2022,17 Aug,1.0,17 Aug Shift 1,69e9ef945da296ef51f082d6,46,Identify internal source of recruitment used by Sneha.,"Sneha is the HR manager of ""Delta Communications Ltd"". As a part of her quarterly exercise, she conducted workload and workforce analysis for each department. On the basis of this, she placed an advertisement in a leading newspaper for two junior accountants and after discussion with Finance manager, drafted a letter of vertically shifting Mr. sharma from lower level to higher level of Internal auditor. However, it took her around one month's time to shortlist candidates for position of junior accountant. As a part of selection process, a written test was conducted for all the candidates in order to judge their level of knowledge and proficiency.","Sneha is the HR manager of ""Delta Communications Ltd"". As a part of her quarterly exercise, she conducted workload and workforce analysis for each department. On the basis of this, she placed an advertisement in a leading newspaper for two junior accountants and after discussion with Finance manager, drafted a letter of vertically shifting Mr. sharma from lower level to higher level of Internal auditor. However, it took her around one month's time to shortlist candidates for position of junior accountant. As a part of selection process, a written test was conducted for all the candidates in order to judge their level of knowledge and proficiency.",Transfer,Promotion,Recommendation,Employment exchange,B,AfterBoards CUET Business Studies PYQs linked file,chronology,easy,Unit VI,Staffing,recruitment,"transfer, promotion, advertisement, employment exchange",Staffing :: recruitment,0.84,https://www.afterboards.in/past-year-questions/cuet-business-studies/2022/slot-3,C:\Users\shrey\OneDrive\Documents\New project\data\raw\afterboards.in_161f8cabc62b7e41.html,no,identify internal source of recruitment used by sneha transfer promotion recommendation employment exchange,7a946bca9dc9109eb328855c,cq_001422_7a946bca9d,structured_pyq_site,0.65,0.45,0.65,0.2925,1,https://www.afterboards.in/past-year-questions/cuet-business-studies/2022/slot-3
AfterBoards CUET Business Studies PYQs linked file,2022,17 Aug,1.0,17 Aug Shift 1,69e9ef945da296ef51f082d8,47,Which step in the process of Staffing did Sneha perform by workload and workforce analysis?,"Sneha is the HR manager of ""Delta Communications Ltd"". As a part of her quarterly exercise, she conducted workload and workforce analysis for each department. On the basis of this, she placed an advertisement in a leading newspaper for two junior accountants and after discussion with Finance manager, drafted a letter of vertically shifting Mr. sharma from lower level to higher level of Internal auditor. However, it took her around one month's time to shortlist candidates for position of junior accountant. As a part of selection process, a written test was conducted for all the candidates in order to judge their level of knowledge and proficiency.","Sneha is the HR manager of ""Delta Communications Ltd"". As a part of her quarterly exercise, she conducted workload and workforce analysis for each department. On the basis of this, she placed an advertisement in a leading newspaper for two junior accountants and after discussion with Finance manager, drafted a letter of vertically shifting Mr. sharma from lower level to higher level of Internal auditor. However, it took her around one month's time to shortlist candidates for position of junior accountant. As a part of selection process, a written test was conducted for all the candidates in order to judge their level of knowledge and proficiency.",Selection,Recruitment,Estimating manpower requirement,Performance appraisal,C,AfterBoards CUET Business Studies PYQs linked file,chronology,easy,Unit VI,Staffing,staffing process,"recruitment, selection, performance appraisal",Staffing :: staffing process,0.77,https://www.afterboards.in/past-year-questions/cuet-business-studies/2022/slot-3,C:\Users\shrey\OneDrive\Documents\New project\data\raw\afterboards.in_161f8cabc62b7e41.html,no,which step in the process of staffing did sneha perform by workload and workforce analysis selection recruitment estimating manpower requirement performance appraisal,5148a9df6161bf9aacbe86c8,cq_001423_5148a9df61,structured_pyq_site,0.65,0.45,0.65,0.2925,1,https://www.afterboards.in/past-year-questions/cuet-business-studies/2022/slot-3
AfterBoards CUET Business Studies PYQs linked file,2022,17 Aug,1.0,17 Aug Shift 1,69e9ef945da296ef51f082da,48,Identify external source of recruitment used by Sneha.,"Sneha is the HR manager of ""Delta Communications Ltd"". As a part of her quarterly exercise, she conducted workload and workforce analysis for each department. On the basis of this, she placed an advertisement in a leading newspaper for two junior accountants and after discussion with Finance manager, drafted a letter of vertically shifting Mr. sharma from lower level to higher level of Internal auditor. However, it took her around one month's time to shortlist candidates for position of junior accountant. As a part of selection process, a written test was conducted for all the candidates in order to judge their level of knowledge and proficiency.","Sneha is the HR manager of ""Delta Communications Ltd"". As a part of her quarterly exercise, she conducted workload and workforce analysis for each department. On the basis of this, she placed an advertisement in a leading newspaper for two junior accountants and after discussion with Finance manager, drafted a letter of vertically shifting Mr. sharma from lower level to higher level of Internal auditor. However, it took her around one month's time to shortlist candidates for position of junior accountant. As a part of selection process, a written test was conducted for all the candidates in order to judge their level of knowledge and proficiency.",Advertising,Web Publishing,Casual callers,Direct recruitment,A,AfterBoards CUET Business Studies PYQs linked file,chronology,easy,Unit VI,Staffing,staffing process,"recruitment, selection",Staffing :: staffing process,0.56,https://www.afterboards.in/past-year-questions/cuet-business-studies/2022/slot-3,C:\Users\shrey\OneDrive\Documents\New project\data\raw\afterboards.in_161f8cabc62b7e41.html,no,identify external source of recruitment used by sneha advertising web publishing casual callers direct recruitment,68aac5fe71d8f0bab69ccb9e,cq_001424_68aac5fe71,structured_pyq_site,0.65,0.45,0.65,0.2925,1,https://www.afterboards.in/past-year-questions/cuet-business-studies/2022/slot-3
AfterBoards CUET Business Studies PYQs linked file,2022,17 Aug,1.0,17 Aug Shift 1,69e9ef945da296ef51f082dc,49,Identify the limitations of external source of recruitment highlighted in the above case.,"Sneha is the HR manager of ""Delta Communications Ltd"". As a part of her quarterly exercise, she conducted workload and workforce analysis for each department. On the basis of this, she placed an advertisement in a leading newspaper for two junior accountants and after discussion with Finance manager, drafted a letter of vertically shifting Mr. sharma from lower level to higher level of Internal auditor. However, it took her around one month's time to shortlist candidates for position of junior accountant. As a part of selection process, a written test was conducted for all the candidates in order to judge their level of knowledge and proficiency.","Sneha is the HR manager of ""Delta Communications Ltd"". As a part of her quarterly exercise, she conducted workload and workforce analysis for each department. On the basis of this, she placed an advertisement in a leading newspaper for two junior accountants and after discussion with Finance manager, drafted a letter of vertically shifting Mr. sharma from lower level to higher level of Internal auditor. However, it took her around one month's time to shortlist candidates for position of junior accountant. As a part of selection process, a written test was conducted for all the candidates in order to judge their level of knowledge and proficiency.",Dissatisfaction among existing staff,Lengthy process,Costly process,Danger of inbreeding,B,AfterBoards CUET Business Studies PYQs linked file,case-based,medium,Unit VI,Staffing,staffing process,"recruitment, selection",Staffing :: staffing process,0.56,https://www.afterboards.in/past-year-questions/cuet-business-studies/2022/slot-3,C:\Users\shrey\OneDrive\Documents\New project\data\raw\afterboards.in_161f8cabc62b7e41.html,no,identify the limitations of external source of recruitment highlighted in the above case dissatisfaction among existing staff lengthy process costly process danger of inbreeding,48c6b370f9ea4b4a06a50566,cq_001425_48c6b370f9,structured_pyq_site,0.65,0.45,0.65,0.2925,1,https://www.afterboards.in/past-year-questions/cuet-business-studies/2022/slot-3
AfterBoards CUET Business Studies PYQs linked file,2022,17 Aug,1.0,17 Aug Shift 1,69e9ef945da296ef51f082de,50,Identify the test conducted by the organisation at the time of selection.,"Sneha is the HR manager of ""Delta Communications Ltd"". As a part of her quarterly exercise, she conducted workload and workforce analysis for each department. On the basis of this, she placed an advertisement in a leading newspaper for two junior accountants and after discussion with Finance manager, drafted a letter of vertically shifting Mr. sharma from lower level to higher level of Internal auditor. However, it took her around one month's time to shortlist candidates for position of junior accountant. As a part of selection process, a written test was conducted for all the candidates in order to judge their level of knowledge and proficiency.","Sneha is the HR manager of ""Delta Communications Ltd"". As a part of her quarterly exercise, she conducted workload and workforce analysis for each department. On the basis of this, she placed an advertisement in a leading newspaper for two junior accountants and after discussion with Finance manager, drafted a letter of vertically shifting Mr. sharma from lower level to higher level of Internal auditor. However, it took her around one month's time to shortlist candidates for position of junior accountant. As a part of selection process, a written test was conducted for all the candidates in order to judge their level of knowledge and proficiency.",Aptitude test,Intelligence test,Personality test,Trade test,D,AfterBoards CUET Business Studies PYQs linked file,chronology,easy,Unit VII,Directing,communication,"communication, personal",Directing :: communication,0.56,https://www.afterboards.in/past-year-questions/cuet-business-studies/2022/slot-3,C:\Users\shrey\OneDrive\Documents\New project\data\raw\afterboards.in_161f8cabc62b7e41.html,no,identify the test conducted by the organisation at the time of selection aptitude test intelligence test personality test trade test,476aa61d03d67a2bde6094cc,cq_001426_476aa61d03,structured_pyq_site,0.65,0.45,0.65,0.2925,1,https://www.afterboards.in/past-year-questions/cuet-business-studies/2022/slot-3
AfterBoards CUET Business Studies PYQs linked file,2022,20 Aug,1.0,20 Aug Shift 1,69e9efd87cb320f4789faff1,1,"Arrange the following steps followed during the planning process in a proper sequence.

A. Developing premises
B. Evaluating alternative courses
C. Selecting an alternative
D. Setting an Objective
E. Identifying alternative courses of action",,,"A, B, C, D, E","D, B, E, A, C","D, A, E, B, C","D, C, B, A, E",C,AfterBoards CUET Business Studies PYQs linked file,chronology,easy,Unit IV,Planning,planning process,"developing premises, selecting an alternative",Planning :: planning process,0.72,https://www.afterboards.in/past-year-questions/cuet-business-studies/2022/slot-4,C:\Users\shrey\OneDrive\Documents\New project\data\raw\afterboards.in_d9ba547deca90b34.html,no,arrange the following steps followed during the planning process in a proper sequence a developing premises b evaluating alternative courses c selecting an alternative d setting an objective e identifying alternative courses of action a b c d e d b e a c d a e b c d c b a e,a1124b973c80aac0f3e0e408,cq_001427_a1124b973c,structured_pyq_site,0.65,0.45,0.65,0.2925,1,https://www.afterboards.in/past-year-questions/cuet-business-studies/2022/slot-4
AfterBoards CUET Business Studies PYQs linked file,2022,20 Aug,1.0,20 Aug Shift 1,69e9efd87cb320f4789faff3,2,"If the consumer court is satisfied about the genuineness of the complaint made by the consumer, identify the reliefs which court could award

A. To remove the defect in goods or deficiency in services
B. To refund the price paid for the product/ service
C. To issue corrective advertisement to neutralise the effect of a misleading advertisement
D. To publish periodicals and other publications to impart knowledge about consumer rights.",,,"A, B and C only","A, B and D only","B, C and D only","C, D and E only",A,AfterBoards CUET Business Studies PYQs linked file,direct,easy,Unit X,Marketing,marketing mix,"product, price",Marketing :: marketing mix,0.56,https://www.afterboards.in/past-year-questions/cuet-business-studies/2022/slot-4,C:\Users\shrey\OneDrive\Documents\New project\data\raw\afterboards.in_d9ba547deca90b34.html,no,if the consumer court is satisfied about the genuineness of the complaint made by the consumer identify the reliefs which court could award a to remove the defect in goods or deficiency in services b to refund the price paid for the product service c to issue corrective advertisement to neutralise the effect of a misleading advertisement d to publish periodicals and other publications to impart knowledge about consumer rights a b and c only a b and d only b c and d only c d and e only,c66ef565f9d83f9060e1e5a8,cq_001428_c66ef565f9,structured_pyq_site,0.65,0.45,0.65,0.2925,1,https://www.afterboards.in/past-year-questions/cuet-business-studies/2022/slot-4
AfterBoards CUET Business Studies PYQs linked file,2022,20 Aug,1.0,20 Aug Shift 1,69e9efd87cb320f4789faff5,3,"From the following identify the functions of stock exchange which facilitate the spread of coducive climate for share ownership.

A. Regulation of takeover bids by Companies
B. Pricing of Securities
C. Safety of Transactions
D. Training of intermediaries of the securities market
E. Spreading of equity cult",,,"B, C, and D only","A, B and D only","C, D and only","B, C and E only",D,AfterBoards CUET Business Studies PYQs linked file,direct,easy,Unit VI,Staffing,training and development,training,Staffing :: training and development,0.38,https://www.afterboards.in/past-year-questions/cuet-business-studies/2022/slot-4,C:\Users\shrey\OneDrive\Documents\New project\data\raw\afterboards.in_d9ba547deca90b34.html,no,from the following identify the functions of stock exchange which facilitate the spread of coducive climate for share ownership a regulation of takeover bids by companies b pricing of securities c safety of transactions d training of intermediaries of the securities market e spreading of equity cult b c and d only a b and d only c d and only b c and e only,950852735e74057cb4cd7cd7,cq_001429_950852735e,structured_pyq_site,0.65,0.45,0.65,0.2925,1,https://www.afterboards.in/past-year-questions/cuet-business-studies/2022/slot-4
AfterBoards CUET Business Studies PYQs linked file,2022,20 Aug,1.0,20 Aug Shift 1,69e9efd87cb320f4789faff7,4,"Identify the factors which affect the dividend decision.

A. Stock market Reaction
B. Floatation Cost
C. Legal Constraints
D. Fixed operating cost
E. Cost of equity",,,A and C only,B and D only,E and C only,A and B only,A,AfterBoards CUET Business Studies PYQs linked file,direct,easy,Unit IX,Business Finance,financing decision,equity,Business Finance :: financing decision,0.44,https://www.afterboards.in/past-year-questions/cuet-business-studies/2022/slot-4,C:\Users\shrey\OneDrive\Documents\New project\data\raw\afterboards.in_d9ba547deca90b34.html,no,identify the factors which affect the dividend decision a stock market reaction b floatation cost c legal constraints d fixed operating cost e cost of equity a and c only b and d only e and c only a and b only,def055cd9d06c26057066402,cq_001430_def055cd9d,structured_pyq_site,0.65,0.45,0.65,0.2925,1,https://www.afterboards.in/past-year-questions/cuet-business-studies/2022/slot-4
AfterBoards CUET Business Studies PYQs linked file,2022,20 Aug,1.0,20 Aug Shift 1,69e9efd87cb320f4789faff9,5,"When the value of the goods or services in question, along with the compensation claimed exceeds 1 crore but is less than 10 crore, identify the Redressal Forum, aggrieved party would approach as per Consumer Protection Act, 2019.",,,District Commission,State consumer Disputes Redressal Commission,National Consumer Deputes Redressal Commission,The Supreme Court of India,B,AfterBoards CUET Business Studies PYQs linked file,direct,easy,Unit XI,Consumer Protection,legal redressal,"consumer protection act, district commission, redressal",Consumer Protection :: legal redressal,0.84,https://www.afterboards.in/past-year-questions/cuet-business-studies/2022/slot-4,C:\Users\shrey\OneDrive\Documents\New project\data\raw\afterboards.in_d9ba547deca90b34.html,no,when the value of the goods or services in question along with the compensation claimed exceeds 1 crore but is less than 10 crore identify the redressal forum aggrieved party would approach as per consumer protection act 2019 district commission state consumer disputes redressal commission national consumer deputes redressal commission the supreme court of india,214f4be55909e977e4554662,cq_001431_214f4be559,structured_pyq_site,0.65,0.45,0.65,0.2925,1,https://www.afterboards.in/past-year-questions/cuet-business-studies/2022/slot-4
AfterBoards CUET Business Studies PYQs linked file,2022,20 Aug,1.0,20 Aug Shift 1,69e9efd87cb320f4789faffb,6,"Match the following components with the given information

| List I | List II |
|---|---|
| A. Capital structure | I. Speculator who expects the prices to go down |
| B. Bear | II. Speculator expecting a rise in the prices |
| C. Bull | III. Proportion of debt and equality in total Capital |
| D. Shareholder's Wealth | IV. Maximisation of the market value of equity shares |",,,"A-III, B-I, C-II, D-IV","A-I, B-II, C-III, D-IV","A-IV, B-II, C-III, D-I","A-II, B-I, C-III, D-IV",A,AfterBoards CUET Business Studies PYQs linked file,match-the-following,medium,Unit IX,Business Finance,financing decision,"capital structure, debt, equity",Business Finance :: financing decision,0.75,https://www.afterboards.in/past-year-questions/cuet-business-studies/2022/slot-4,C:\Users\shrey\OneDrive\Documents\New project\data\raw\afterboards.in_d9ba547deca90b34.html,no,match the following components with the given information list i list ii a capital structure i speculator who expects the prices to go down b bear ii speculator expecting a rise in the prices c bull iii proportion of debt and equality in total capital d shareholder s wealth iv maximisation of the market value of equity shares a iii b i c ii d iv a i b ii c iii d iv a iv b ii c iii d i a ii b i c iii d iv,e83579430300b64f23933abc,cq_001432_e835794303,structured_pyq_site,0.65,0.45,0.65,0.2925,1,https://www.afterboards.in/past-year-questions/cuet-business-studies/2022/slot-4
AfterBoards CUET Business Studies PYQs linked file,2022,20 Aug,1.0,20 Aug Shift 1,69e9efd87cb320f4789faffd,7,"Match the List I with List II

| List I | List II |
|---|---|
| A. Primary market | I. Pre-emptive right of existing shareholders |
| B. Rights issue | II. Deals in long term financial assets |
| C. Capital market | III. Treasury bills |
| D. Money market | IV. New issues market |",,,"A-IV, B-II, C-I, D-III","A-III, B-II, C-I, D-IV","A-IV, B-I, C-II, D-III","A-IV, B-III, C-II, D-I",C,AfterBoards CUET Business Studies PYQs linked file,match-the-following,medium,Unit IX,Business Finance,dividend decision,shareholders,Business Finance :: dividend decision,0.34,https://www.afterboards.in/past-year-questions/cuet-business-studies/2022/slot-4,C:\Users\shrey\OneDrive\Documents\New project\data\raw\afterboards.in_d9ba547deca90b34.html,no,match the list i with list ii list i list ii a primary market i pre emptive right of existing shareholders b rights issue ii deals in long term financial assets c capital market iii treasury bills d money market iv new issues market a iv b ii c i d iii a iii b ii c i d iv a iv b i c ii d iii a iv b iii c ii d i,9f1e72d5efdf7590f30f48f7,cq_001433_9f1e72d5ef,structured_pyq_site,0.65,0.45,0.65,0.2925,1,https://www.afterboards.in/past-year-questions/cuet-business-studies/2022/slot-4
AfterBoards CUET Business Studies PYQs linked file,2022,20 Aug,1.0,20 Aug Shift 1,69e9efd87cb320f4789fafff,8,"Match the List I with List II

| List I | List II |
|---|---|
| A. Setting performance standards | I. Performance should be messured in reliable manner |
| B. Measurement of actual performance | II. Critical point control is used Analysing deviations |
| C. Analysing deviation | III. Standards are the bench-marks against which actual performance is measured |
| D. Taking corrective action | IV. When deviation goes beyond permissible limit |",,,"A-I, B-II, C-III, D-IV","A-III, B-I, C-II, D-IV","A-I, B-IV, C-III, D-II","A-III, B-II, C-I, D-IV",B,AfterBoards CUET Business Studies PYQs linked file,match-the-following,medium,Unit VIII,Controlling,control process,"setting performance standards, analysing deviations, critical point control, corrective action",Controlling :: control process,0.89,https://www.afterboards.in/past-year-questions/cuet-business-studies/2022/slot-4,C:\Users\shrey\OneDrive\Documents\New project\data\raw\afterboards.in_d9ba547deca90b34.html,no,match the list i with list ii list i list ii a setting performance standards i performance should be messured in reliable manner b measurement of actual performance ii critical point control is used analysing deviations c analysing deviation iii standards are the bench marks against which actual performance is measured d taking corrective action iv when deviation goes beyond permissible limit a i b ii c iii d iv a iii b i c ii d iv a i b iv c iii d ii a iii b ii c i d iv,1f794f25b2ffe4fa7e3f3140,cq_001434_1f794f25b2,structured_pyq_site,0.65,0.45,0.65,0.2925,1,https://www.afterboards.in/past-year-questions/cuet-business-studies/2022/slot-4
AfterBoards CUET Business Studies PYQs linked file,2022,20 Aug,1.0,20 Aug Shift 1,69e9efd87cb320f4789fb001,9,"Match the List I with List II

| List I | List II |
|---|---|
| A. Managers are not in the position to change plans | I. Planning is a time consuming process |
| B. Planning essentially involves looking ahead | II. Planning involves decision making |
| C. Planning involves choice from among various alternatives | III. Planning is futuristic |
| D. Sometimes plans are to be drawn overboards with time | IV. Planning leads to rigidity |",,,"A-I, B-II, C-IV, D-III","A-II, B-III, C-IV, D-I","A-III, B-IV, C-I, D-II","A-IV, B-III, C-II, D-I",D,AfterBoards CUET Business Studies PYQs linked file,match-the-following,hard,Unit IV,Planning,limitations,"rigidity, time consuming",Planning :: limitations,0.63,https://www.afterboards.in/past-year-questions/cuet-business-studies/2022/slot-4,C:\Users\shrey\OneDrive\Documents\New project\data\raw\afterboards.in_d9ba547deca90b34.html,no,match the list i with list ii list i list ii a managers are not in the position to change plans i planning is a time consuming process b planning essentially involves looking ahead ii planning involves decision making c planning involves choice from among various alternatives iii planning is futuristic d sometimes plans are to be drawn overboards with time iv planning leads to rigidity a i b ii c iv d iii a ii b iii c iv d i a iii b iv c i d ii a iv b iii c ii d i,3e4a4bce201b57a4dd9bf247,cq_001435_3e4a4bce20,structured_pyq_site,0.65,0.45,0.65,0.2925,1,https://www.afterboards.in/past-year-questions/cuet-business-studies/2022/slot-4
AfterBoards CUET Business Studies PYQs linked file,2022,20 Aug,1.0,20 Aug Shift 1,69e9efd87cb320f4789fb003,10,It implies desire to accomplish something difficult. Identify this need of motivation.,,,Need for power (N-Pow),Need for Achievement (N-Ach),Need for affiliation (N-Aff),Need for security (N-secu),B,AfterBoards CUET Business Studies PYQs linked file,direct,easy,Unit XII,Entrepreneurship Development,competencies and values,"motivation, achievement",Entrepreneurship Development :: competencies and values,0.56,https://www.afterboards.in/past-year-questions/cuet-business-studies/2022/slot-4,C:\Users\shrey\OneDrive\Documents\New project\data\raw\afterboards.in_d9ba547deca90b34.html,no,it implies desire to accomplish something difficult identify this need of motivation need for power n pow need for achievement n ach need for affiliation n aff need for security n secu,f4b83420deaa27fe9dcb3f48,cq_001436_f4b83420de,structured_pyq_site,0.65,0.45,0.65,0.2925,1,https://www.afterboards.in/past-year-questions/cuet-business-studies/2022/slot-4
