canonical_question_id,chapter,subtopic,ncert_heading,ncert_page,ncert_paragraph,ncert_concept,concept_type,question_pattern,micro_concept,final_confidence,needs_review
cq_001295_f180bfd63e,Staffing,selection,Selection,,,selection; employment test; interview; medical examination; reference check; job offer,definition,chronology/process order,selection,0.85,false
cq_001296_257f32e2dc,Staffing,staffing process,Staffing Process,,,estimating manpower requirements; recruitment; selection; placement; orientation; training; performance appraisal; promotion; compensation,process,chronology/process order,recruitment,0.91,false
cq_001297_2303fb1b89,Directing,communication,Communication,,,communication; encoding; decoding; feedback; formal communication; informal communication; barriers; semantic; psychological; organisational; personal,definition,definition-based,delegation,0.41,true
cq_001298_e849277d35,Directing,motivation,Motivation,,,motivation; motive; incentive; positive motivation; negative motivation; financial incentives; non financial incentives,definition,statement true/false,communication barriers,0.87,false
cq_001299_eb0f8156d9,Directing,meaning and importance,Meaning And Importance,,,directing; supervision; motivation; leadership; communication; integrates efforts,definition,definition-based,leadership style,0.68,true
cq_001300_63a4c8c63f,Directing,Maslow hierarchy,Maslow Hierarchy,,,maslow; physiological; safety; belongingness; esteem; self actualisation,definition,chronology/process order,maslow hierarchy,0.76,false
cq_001301_71a8037d56,Business Finance,investment decision,Investment Decision,,,investment decision; capital budgeting; fixed assets; risk; cash flows,definition,statement true/false,types of plans,0.55,true
cq_001302_df64851786,Business Finance,fixed capital,Fixed Capital,,,fixed capital; nature of business; scale of operations; technology upgradation; financing alternatives,feature,definition-based,fixed capital,0.28,true
cq_001303_c20a887edd,Business Finance,financial planning,Financial Planning,,,financial planning; forecasting; fund requirement; availability of funds,definition,definition-based,types of plans,0.86,false
cq_001304_a48644323b,Business Finance,financing decision,Financing Decision,,,financing decision; capital structure; debt; equity; financial risk; cost of capital,definition,definition-based,financial risk,0.49,true
cq_001305_1dd9b74527,Business Finance,working capital,Working Capital,,,working capital; operating cycle; raw material; inventory; receivables; credit policy,definition,chronology/process order,working capital,0.64,true
cq_001306_e5e204c60c,Entrepreneurship Development,entrepreneurship in India,Entrepreneurship In India,,,startup; msme; self employment; economic development,definition,definition-based,india,0.43,true
cq_001307_adbe9fb923,Consumer Protection,consumer rights,Consumer Rights,,,right to safety; right to be informed; right to choose; right to be heard; right to seek redressal; right to consumer education,definition,definition-based,types of plans,0.34,true
cq_001308_1cc9d73597,Marketing,marketing meaning,Marketing Meaning,,,marketing; market; customer needs; exchange mechanism; marketing management,definition,definition-based,market,0.50,true
cq_001309_94f3eb38de,Business Finance,investment decision,Investment Decision,,,investment decision; capital budgeting; fixed assets; risk; cash flows,definition,statement true/false,equity,0.38,true
cq_001310_64f289ba99,Business Finance,financial management,Financial Management,,,financial management; wealth maximisation; profit maximisation; financial decisions,definition,statement true/false,price mix,0.49,true
cq_001311_9426031de5,Consumer Protection,consumer rights,Consumer Rights,,,right to safety; right to be informed; right to choose; right to be heard; right to seek redressal; right to consumer education,definition,case-study diagnosis,consumer rights,0.92,false
cq_001312_a9ebb1dcd2,Consumer Protection,consumer rights,Consumer Rights,,,right to safety; right to be informed; right to choose; right to be heard; right to seek redressal; right to consumer education,definition,definition-based,consumer rights,0.92,false
cq_001313_3ef90a2ea1,Consumer Protection,importance,Importance,,,consumer protection; consumer interest; business responsibility; consumer awareness,definition,definition-based,caveat,0.75,false
cq_001314_57a0f5edf5,Consumer Protection,importance,Importance,,,consumer protection; consumer interest; business responsibility; consumer awareness,definition,definition-based,consumer,0.62,true
cq_001315_e365bd5d04,Consumer Protection,importance,Importance,,,consumer protection; consumer interest; business responsibility; consumer awareness,definition,definition-based,consumer redressal,0.82,false
cq_001316_ed2dc06ac9,Entrepreneurship Development,process,Process,,,sensing opportunity; environment scanning; feasibility study; business plan; enterprise launch; growth,process,concept-to-example,process,0.44,true
cq_001317_5a236b4e0c,Directing,Maslow hierarchy,Maslow Hierarchy,,,maslow; physiological; safety; belongingness; esteem; self actualisation,definition,statement true/false,maslow hierarchy,0.62,true
cq_001318_bd08b97cdb,Staffing,recruitment,Recruitment,,,internal sources; external sources; transfer; promotion; advertisement; employment exchange; campus recruitment,definition,definition-based,recruitment,0.49,true
cq_001319_132a249dcd,Staffing,recruitment,Recruitment,,,internal sources; external sources; transfer; promotion; advertisement; employment exchange; campus recruitment,definition,definition-based,recruitment,0.57,true
cq_001320_1c3f2430ff,Nature and Significance of Management,functions of management,Functions Of Management,,,planning; organising; staffing; directing; controlling; coordination,definition,definition-based,management,0.62,true
cq_001321_954b38e9d9,Nature and Significance of Management,functions of management,Functions Of Management,,,planning; organising; staffing; directing; controlling; coordination,definition,definition-based,delegation,0.28,true
cq_001322_aa82f045cf,Controlling,control process,Control Process,,,setting performance standards; measurement of performance; comparing performance; analysing deviations; critical point control; management by exception; corrective action,process,definition-based,types of plans,0.53,true
cq_001323_b4a986c023,Controlling,control process,Control Process,,,setting performance standards; measurement of performance; comparing performance; analysing deviations; critical point control; management by exception; corrective action,process,definition-based,types of plans,0.56,true
cq_001324_e6f29ea349,Controlling,control process,Control Process,,,setting performance standards; measurement of performance; comparing performance; analysing deviations; critical point control; management by exception; corrective action,process,definition-based,performance,0.89,false
cq_001325_e13665c859,Nature and Significance of Management,features of management,Features Of Management,,,features; goal oriented; pervasive; multidimensional; continuous process; group activity; dynamic function,process,statement true/false,management,0.76,false
cq_001326_f5e7782ae2,Nature and Significance of Management,meaning and objectives,Meaning And Objectives,,,management; objectives; organisational objectives; social objectives; personal objectives,definition,definition-based,types of plans,0.92,false
cq_001327_c4c045ecca,Principles of Management,nature of principles,Nature Of Principles,,,principles of management; general guidelines; flexible; contingent; behavioural,principle,statement true/false,management,0.81,false
cq_001328_542e4b4608,Nature and Significance of Management,levels of management,Levels Of Management,,,top level; middle level; supervisory; operational management; levels of management,definition,definition-based,level,0.82,false
cq_001329_2637c33119,Business Environment,liberalisation privatisation globalisation,Liberalisation Privatisation Globalisation,,,liberalisation; privatisation; globalisation; lpg; new economic policy; demonetisation,definition,match-the-following,types of plans,0.87,false
cq_001330_587b4e0ef4,Business Environment,dimensions,Dimensions,,,economic environment; social environment; technological environment; political environment; legal environment,definition,definition-based,environment,0.83,false
cq_001331_06d86cbb17,Planning,planning process,Planning Process,,,setting objectives; developing premises; identifying alternatives; evaluating alternatives; selecting an alternative; implementing plan; follow up,process,chronology/process order,planning,0.88,false
cq_001332_7505209bdd,Planning,planning process,Planning Process,,,setting objectives; developing premises; identifying alternatives; evaluating alternatives; selecting an alternative; implementing plan; follow up,process,definition-based,types of plans,0.89,false
cq_001333_1a7236fb8c,Planning,limitations,Limitations,,,limitations of planning; rigidity; dynamic environment; creativity; time consuming; false sense of security,definition,definition-based,entrepreneur characteristics,0.75,true
cq_001334_946c966090,Organising,organisation structure,Organisation Structure,,,organisation structure; span of management; functional structure; divisional structure,definition,statement true/false,structure,0.82,false
cq_001335_345dadccc8,Organising,organisation structure,Organisation Structure,,,organisation structure; span of management; functional structure; divisional structure,definition,definition-based,structure,0.52,true
cq_001336_8f4a31390a,Staffing,meaning and importance,Meaning And Importance,,,staffing; human resource management; manpower; competent personnel,definition,definition-based,number,0.38,true
cq_001337_6e52474b90,Staffing,recruitment,Recruitment,,,internal sources; external sources; transfer; promotion; advertisement; employment exchange; campus recruitment,definition,definition-based,recruitment,0.63,true
cq_001338_c04026168f,Directing,motivation,Motivation,,,motivation; motive; incentive; positive motivation; negative motivation; financial incentives; non financial incentives,definition,match-the-following,payments,0.54,true
cq_001339_28bbdd483c,Staffing,selection,Selection,,,selection; employment test; interview; medical examination; reference check; job offer,definition,definition-based,selection,0.72,true
cq_001340_193ddc8449,Directing,meaning and importance,Meaning And Importance,,,directing; supervision; motivation; leadership; communication; integrates efforts,definition,match-the-following,types of plans,0.66,true
cq_001341_7d5c72ccb8,Marketing,marketing meaning,Marketing Meaning,,,marketing; market; customer needs; exchange mechanism; marketing management,definition,definition-based,maslow hierarchy,0.34,true
cq_001342_9264bcc0f2,Staffing,selection,Selection,,,selection; employment test; interview; medical examination; reference check; job offer,definition,definition-based,types of plans,0.23,true
cq_001343_8532381858,Controlling,control process,Control Process,,,setting performance standards; measurement of performance; comparing performance; analysing deviations; critical point control; management by exception; corrective action,process,chronology/process order,controlling,0.63,true
cq_001344_630305cc75,Controlling,control process,Control Process,,,setting performance standards; measurement of performance; comparing performance; analysing deviations; critical point control; management by exception; corrective action,process,definition-based,manager,0.63,true
cq_001345_cbbe403d8a,Controlling,relationship with planning,Relationship With Planning,,,planning and controlling; interdependent; forward looking; backward looking,definition,definition-based,looking,0.86,false
cq_001346_8a16ddc637,Controlling,relationship with planning,Relationship With Planning,,,planning and controlling; interdependent; forward looking; backward looking,definition,statement true/false,controlling,0.63,true
cq_001347_6ddc094de6,Business Finance,financing decision,Financing Decision,,,financing decision; capital structure; debt; equity; financial risk; cost of capital,definition,definition-based,financial risk,0.74,true
cq_001348_63a69e0f04,Business Finance,investment decision,Investment Decision,,,investment decision; capital budgeting; fixed assets; risk; cash flows,definition,definition-based,assets,0.48,true
cq_001349_11691b631e,Business Finance,working capital,Working Capital,,,working capital; operating cycle; raw material; inventory; receivables; credit policy,definition,definition-based,working capital,0.78,false
cq_001350_afc69b7a93,Business Finance,financing decision,Financing Decision,,,financing decision; capital structure; debt; equity; financial risk; cost of capital,definition,definition-based,equity,0.47,true
cq_001351_4b287c3719,Business Finance,fixed capital,Fixed Capital,,,fixed capital; nature of business; scale of operations; technology upgradation; financing alternatives,feature,definition-based,fixed capital,0.86,false
cq_001352_2a187b8e1c,Business Finance,financing decision,Financing Decision,,,financing decision; capital structure; debt; equity; financial risk; cost of capital,definition,statement true/false,types of plans,0.89,false
cq_001353_734625264c,Marketing,marketing meaning,Marketing Meaning,,,marketing; market; customer needs; exchange mechanism; marketing management,definition,chronology/process order,training,0.29,true
cq_001354_ccf12a0ea8,Business Finance,working capital,Working Capital,,,working capital; operating cycle; raw material; inventory; receivables; credit policy,definition,match-the-following,working capital,0.81,false
cq_001355_16cf07fda1,Marketing,marketing meaning,Marketing Meaning,,,marketing; market; customer needs; exchange mechanism; marketing management,definition,statement true/false,market,0.28,true
cq_001356_4b01221260,Marketing,marketing meaning,Marketing Meaning,,,marketing; market; customer needs; exchange mechanism; marketing management,definition,definition-based,equity,0.29,true
cq_001357_0b02e82ad9,Business Finance,investment decision,Investment Decision,,,investment decision; capital budgeting; fixed assets; risk; cash flows,definition,definition-based,financial risk,0.33,true
cq_001358_ad97d08a00,Marketing,marketing meaning,Marketing Meaning,,,marketing; market; customer needs; exchange mechanism; marketing management,definition,definition-based,marketing,0.75,false
cq_001359_74226c35f2,Marketing,marketing mix,Marketing Mix,,,marketing mix; four ps; product; price; place; promotion,definition,definition-based,price mix,0.91,false
cq_001360_4fdbcbe620,Marketing,marketing mix,Marketing Mix,,,marketing mix; four ps; product; price; place; promotion,definition,definition-based,marketing mix,0.91,false
cq_001361_4c33ffbc47,Marketing,product,Product,,,product; branding; brand name; brand mark; trademark; labelling; packaging,definition,definition-based,marketing,0.36,true
cq_001362_f45dca6c08,Consumer Protection,importance,Importance,,,consumer protection; consumer interest; business responsibility; consumer awareness,definition,definition-based,consumer redressal,0.82,false
cq_001363_4a9399e700,Consumer Protection,consumer rights,Consumer Rights,,,right to safety; right to be informed; right to choose; right to be heard; right to seek redressal; right to consumer education,definition,statement true/false,consumer rights,0.92,false
cq_001364_b181d895ed,Marketing,product,Product,,,product; branding; brand name; brand mark; trademark; labelling; packaging,definition,definition-based,order,0.57,true
cq_001365_c3e8a07efa,Consumer Protection,legal redressal,Legal Redressal,,,consumer protection act; district commission; state commission; national commission; redressal,definition,definition-based,consumer redressal,0.87,false
cq_001366_054b0905b1,Entrepreneurship Development,process,Process,,,sensing opportunity; environment scanning; feasibility study; business plan; enterprise launch; growth,process,chronology/process order,development,0.49,true
cq_001367_c406d48582,Business Environment,dimensions,Dimensions,,,economic environment; social environment; technological environment; political environment; legal environment,definition,case-study diagnosis,environment,0.81,false
cq_001368_e865feadc6,Nature and Significance of Management,meaning and objectives,Meaning And Objectives,,,management; objectives; organisational objectives; social objectives; personal objectives,definition,definition-based,types of plans,0.22,true
cq_001369_fe9ca975ad,Principles of Management,Fayol principles,Fayol Principles,,,fayol; division of work; authority; discipline; unity of command; unity of direction; scalar chain; esprit de corps,principle,principle-identification,scalar chain,0.91,false
cq_001370_afd7ebd347,Organising,delegation,Delegation,,,delegation; authority; responsibility; accountability; absoluteness of accountability,definition,principle-identification,delegation,0.38,true
cq_001371_4fde61202e,Principles of Management,Fayol principles,Fayol Principles,,,fayol; division of work; authority; discipline; unity of command; unity of direction; scalar chain; esprit de corps,principle,principle-identification,scalar chain,0.89,false
cq_001372_9c12ed7e73,Organising,meaning and process,Meaning And Process,,,organising; identification of activities; departmentalisation; assignment of duties; reporting relationships,process,chronology/process order,division of work,0.76,false
cq_001373_e83e10f6c0,Staffing,training and development,Training And Development,,,training; development; apprenticeship; internship; vestibule training; job rotation; case study,example,definition-based,recruitment,0.63,true
cq_001374_b726ce0e44,Directing,motivation,Motivation,,,motivation; motive; incentive; positive motivation; negative motivation; financial incentives; non financial incentives,definition,definition-based,incentives,0.66,true
cq_001375_a5d9eb6f68,Principles of Management,Fayol principles,Fayol Principles,,,fayol; division of work; authority; discipline; unity of command; unity of direction; scalar chain; esprit de corps,principle,principle-identification,delegation,0.69,true
cq_001376_776d72b2dd,Directing,leadership,Leadership,,,leadership; leader; autocratic; democratic; laissez faire; qualities of leader,definition,definition-based,leadership style,0.72,true
cq_001377_810b5bd04a,Marketing,product,Product,,,product; branding; brand name; brand mark; trademark; labelling; packaging,definition,definition-based,product,0.79,false
cq_001378_ad35f96d4d,Business Finance,financial management,Financial Management,,,financial management; wealth maximisation; profit maximisation; financial decisions,definition,definition-based,equity,0.63,true
cq_001379_151dbfb0f3,Business Finance,financial management,Financial Management,,,financial management; wealth maximisation; profit maximisation; financial decisions,definition,definition-based,types of plans,0.81,false
cq_001380_ea691df561,Entrepreneurship Development,need and characteristics,Need And Characteristics,,,need for entrepreneurship; characteristics; initiative; confidence; creativity; perseverance,feature,definition-based,maslow hierarchy,0.43,true
cq_001381_d2cd4e903d,Staffing,recruitment,Recruitment,,,internal sources; external sources; transfer; promotion; advertisement; employment exchange; campus recruitment,definition,statement true/false,types of plans,0.58,true
cq_001382_b03d7b26ac,Staffing,recruitment,Recruitment,,,internal sources; external sources; transfer; promotion; advertisement; employment exchange; campus recruitment,definition,match-the-following,recruitment,0.84,false
cq_001383_51355977ff,Organising,organisation structure,Organisation Structure,,,organisation structure; span of management; functional structure; divisional structure,definition,statement true/false,training,0.67,true
cq_001384_c5560bdb74,Principles of Management,Taylor scientific management,Taylor Scientific Management,,,taylor; scientific management; mental revolution; science not rule of thumb; harmony not discord,principle,principle-identification,unity of direction,0.79,false
cq_001385_8d374f1453,Planning,planning process,Planning Process,,,setting objectives; developing premises; identifying alternatives; evaluating alternatives; selecting an alternative; implementing plan; follow up,process,chronology/process order,planning,0.51,true
cq_001386_2a188a3762,Business Finance,financial management,Financial Management,,,financial management; wealth maximisation; profit maximisation; financial decisions,definition,definition-based,types of plans,0.42,true
cq_001387_4d3052b740,Staffing,staffing process,Staffing Process,,,estimating manpower requirements; recruitment; selection; placement; orientation; training; performance appraisal; promotion; compensation,process,chronology/process order,training,0.49,true
cq_001388_a05b1c28ad,Nature and Significance of Management,importance of management,Importance Of Management,,,importance; efficiency; effectiveness; dynamic organisation; personal objectives,definition,statement true/false,types of plans,0.63,true
cq_001389_98db2a0b62,Business Environment,meaning and features,Meaning And Features,,,business environment; specific forces; general forces; dynamic; uncertainty; complexity,feature,feature-identification,environment,0.90,false
cq_001390_e82ff11b30,Planning,planning process,Planning Process,,,setting objectives; developing premises; identifying alternatives; evaluating alternatives; selecting an alternative; implementing plan; follow up,process,chronology/process order,types of plans,0.33,true
cq_001391_20659e2380,Organising,decentralisation,Decentralisation,,,decentralisation; centralisation; decision making authority; initiative,definition,definition-based,centralisation/decentralisation,0.80,false
cq_001392_43574539f2,Organising,organisation structure,Organisation Structure,,,organisation structure; span of management; functional structure; divisional structure,definition,statement true/false,division of work,0.48,true
cq_001393_5b1b761521,Staffing,selection,Selection,,,selection; employment test; interview; medical examination; reference check; job offer,definition,chronology/process order,selection,0.85,false
cq_001394_d65e05b622,Marketing,product,Product,,,product; branding; brand name; brand mark; trademark; labelling; packaging,definition,definition-based,product mix,0.84,false
cq_001395_0066b0dbdf,Marketing,product,Product,,,product; branding; brand name; brand mark; trademark; labelling; packaging,definition,definition-based,product mix,0.52,true
cq_001396_041084f37c,Marketing,product,Product,,,product; branding; brand name; brand mark; trademark; labelling; packaging,definition,match-the-following,product mix,0.40,true
cq_001397_4b70215bf2,Nature and Significance of Management,levels of management,Levels Of Management,,,top level; middle level; supervisory; operational management; levels of management,definition,definition-based,place/channel,0.46,true
cq_001398_581ebe5907,Directing,communication,Communication,,,communication; encoding; decoding; feedback; formal communication; informal communication; barriers; semantic; psychological; organisational; personal,definition,definition-based,communication,0.90,false
cq_001399_7a21118a78,Entrepreneurship Development,need and characteristics,Need And Characteristics,,,need for entrepreneurship; characteristics; initiative; confidence; creativity; perseverance,feature,definition-based,maslow hierarchy,0.35,true
cq_001400_a22a008f21,Directing,communication,Communication,,,communication; encoding; decoding; feedback; formal communication; informal communication; barriers; semantic; psychological; organisational; personal,definition,definition-based,communication,0.88,false
cq_001401_fb0f421035,Controlling,relationship with planning,Relationship With Planning,,,planning and controlling; interdependent; forward looking; backward looking,definition,definition-based,planning,0.63,true
cq_001402_80d21a3473,Controlling,control process,Control Process,,,setting performance standards; measurement of performance; comparing performance; analysing deviations; critical point control; management by exception; corrective action,process,definition-based,controlling,0.63,true
cq_001403_a0dcbcbf7c,Business Finance,financing decision,Financing Decision,,,financing decision; capital structure; debt; equity; financial risk; cost of capital,definition,match-the-following,financial risk,0.79,false
cq_001404_0458abcc4d,Business Finance,financial management,Financial Management,,,financial management; wealth maximisation; profit maximisation; financial decisions,definition,definition-based,financial risk,0.80,false
cq_001405_1322a7bd37,Business Finance,fixed capital,Fixed Capital,,,fixed capital; nature of business; scale of operations; technology upgradation; financing alternatives,feature,definition-based,equity,0.45,true
cq_001406_1ec511dd74,Business Finance,financial planning,Financial Planning,,,financial planning; forecasting; fund requirement; availability of funds,definition,definition-based,financial risk,0.63,true
cq_001407_f4be8ad2c3,Consumer Protection,legal redressal,Legal Redressal,,,consumer protection act; district commission; state commission; national commission; redressal,definition,definition-based,consumer redressal,0.88,false
cq_001408_0d6c77583b,Consumer Protection,legal redressal,Legal Redressal,,,consumer protection act; district commission; state commission; national commission; redressal,definition,definition-based,consumer redressal,0.91,false
cq_001409_1745c8384b,Business Finance,financial management,Financial Management,,,financial management; wealth maximisation; profit maximisation; financial decisions,definition,definition-based,money,0.26,true
cq_001410_c31f076fa6,Business Finance,financing decision,Financing Decision,,,financing decision; capital structure; debt; equity; financial risk; cost of capital,definition,definition-based,equity,0.55,true
cq_001411_d4c3ddc8c4,Consumer Protection,consumer rights,Consumer Rights,,,right to safety; right to be informed; right to choose; right to be heard; right to seek redressal; right to consumer education,definition,match-the-following,types of plans,0.60,true
cq_001412_27940e9ada,Staffing,selection,Selection,,,selection; employment test; interview; medical examination; reference check; job offer,definition,example-to-concept,selection,0.25,true
cq_001413_c6711dabd4,Entrepreneurship Development,need and characteristics,Need And Characteristics,,,need for entrepreneurship; characteristics; initiative; confidence; creativity; perseverance,feature,feature-identification,entrepreneurship,0.44,true
cq_001414_f866c9d9f4,Organising,formal and informal organisation,Formal And Informal Organisation,,,formal organisation; informal organisation; grapevine; official relationships,definition,definition-based,formal/informal organisation,0.84,false
cq_001415_36b6eefe81,Business Environment,dimensions,Dimensions,,,economic environment; social environment; technological environment; political environment; legal environment,definition,definition-based,types of plans,0.91,false
cq_001416_739d1e4d76,Business Environment,dimensions,Dimensions,,,economic environment; social environment; technological environment; political environment; legal environment,definition,definition-based,price mix,0.25,true
cq_001417_d9b1a081a0,Principles of Management,Fayol principles,Fayol Principles,,,fayol; division of work; authority; discipline; unity of command; unity of direction; scalar chain; esprit de corps,principle,principle-identification,scalar chain,0.79,false
cq_001418_efd44b720c,Principles of Management,techniques of scientific management,Techniques Of Scientific Management,,,functional foremanship; standardisation; simplification; method study; motion study; time study; fatigue study; differential piece wage,definition,definition-based,scientific management,0.91,false
cq_001419_ebf5c14230,Principles of Management,Fayol principles,Fayol Principles,,,fayol; division of work; authority; discipline; unity of command; unity of direction; scalar chain; esprit de corps,principle,principle-identification,delegation,0.89,false
cq_001420_da2593052c,Principles of Management,Fayol principles,Fayol Principles,,,fayol; division of work; authority; discipline; unity of command; unity of direction; scalar chain; esprit de corps,principle,principle-identification,delegation,0.88,false
cq_001421_e6f53e299f,Staffing,training and development,Training And Development,,,training; development; apprenticeship; internship; vestibule training; job rotation; case study,example,case-study diagnosis,scientific management,0.72,true
cq_001422_7a946bca9d,Staffing,recruitment,Recruitment,,,internal sources; external sources; transfer; promotion; advertisement; employment exchange; campus recruitment,definition,definition-based,recruitment,0.84,false
cq_001423_5148a9df61,Staffing,staffing process,Staffing Process,,,estimating manpower requirements; recruitment; selection; placement; orientation; training; performance appraisal; promotion; compensation,process,definition-based,recruitment,0.84,false
cq_001424_68aac5fe71,Staffing,recruitment,Recruitment,,,internal sources; external sources; transfer; promotion; advertisement; employment exchange; campus recruitment,definition,definition-based,recruitment,0.50,true
cq_001425_48c6b370f9,Staffing,recruitment,Recruitment,,,internal sources; external sources; transfer; promotion; advertisement; employment exchange; campus recruitment,definition,case-study diagnosis,recruitment,0.33,true
cq_001426_476aa61d03,Staffing,selection,Selection,,,selection; employment test; interview; medical examination; reference check; job offer,definition,definition-based,recruitment,0.45,true
cq_001427_a1124b973c,Planning,planning process,Planning Process,,,setting objectives; developing premises; identifying alternatives; evaluating alternatives; selecting an alternative; implementing plan; follow up,process,chronology/process order,types of plans,0.87,false
cq_001428_c66ef565f9,Consumer Protection,importance,Importance,,,consumer protection; consumer interest; business responsibility; consumer awareness,definition,definition-based,recruitment,0.54,true
cq_001429_950852735e,Marketing,pricing,Pricing,,,pricing; price; price mix; skimming; penetration,definition,definition-based,equity,0.42,true
cq_001430_def055cd9d,Business Finance,dividend decision,Dividend Decision,,,dividend decision; retained earnings; shareholders,definition,definition-based,equity,0.51,true
cq_001431_214f4be559,Consumer Protection,legal redressal,Legal Redressal,,,consumer protection act; district commission; state commission; national commission; redressal,definition,definition-based,consumer redressal,0.90,false
cq_001432_e835794303,Business Finance,financing decision,Financing Decision,,,financing decision; capital structure; debt; equity; financial risk; cost of capital,definition,match-the-following,financial risk,0.75,false
cq_001433_9f1e72d5ef,Consumer Protection,consumer rights,Consumer Rights,,,right to safety; right to be informed; right to choose; right to be heard; right to seek redressal; right to consumer education,definition,match-the-following,market,0.38,true
cq_001434_1f794f25b2,Controlling,control process,Control Process,,,setting performance standards; measurement of performance; comparing performance; analysing deviations; critical point control; management by exception; corrective action,process,match-the-following,performance,0.91,false
cq_001435_3e4a4bce20,Planning,planning process,Planning Process,,,setting objectives; developing premises; identifying alternatives; evaluating alternatives; selecting an alternative; implementing plan; follow up,process,match-the-following,planning,0.50,true
cq_001436_f4b83420de,Entrepreneurship Development,need and characteristics,Need And Characteristics,,,need for entrepreneurship; characteristics; initiative; confidence; creativity; perseverance,feature,definition-based,entrepreneurship,0.63,true
cq_001437_8a6452913e,Nature and Significance of Management,levels of management,Levels Of Management,,,top level; middle level; supervisory; operational management; levels of management,definition,feature-identification,entrepreneur characteristics,0.37,true
cq_001438_1e5763a33b,Nature and Significance of Management,functions of management,Functions Of Management,,,planning; organising; staffing; directing; controlling; coordination,definition,definition-based,management,0.90,false
cq_001439_947677c3ca,Business Environment,dimensions,Dimensions,,,economic environment; social environment; technological environment; political environment; legal environment,definition,definition-based,political,0.70,true
cq_001440_a4bd620c79,Controlling,control process,Control Process,,,setting performance standards; measurement of performance; comparing performance; analysing deviations; critical point control; management by exception; corrective action,process,definition-based,areas,0.75,true
cq_001441_e9f1dca909,Business Environment,dimensions,Dimensions,,,economic environment; social environment; technological environment; political environment; legal environment,definition,definition-based,environment,0.83,false
cq_001442_b7f01e4ad1,Organising,delegation,Delegation,,,delegation; authority; responsibility; accountability; absoluteness of accountability,definition,definition-based,delegation,0.90,false
cq_001443_5aa2d370df,Organising,organisation structure,Organisation Structure,,,organisation structure; span of management; functional structure; divisional structure,definition,definition-based,division of work,0.88,false
cq_001444_d0c4a265cd,Consumer Protection,consumer rights,Consumer Rights,,,right to safety; right to be informed; right to choose; right to be heard; right to seek redressal; right to consumer education,definition,definition-based,consumer rights,0.91,false
cq_001445_d5c531c7de,Staffing,selection,Selection,,,selection; employment test; interview; medical examination; reference check; job offer,definition,definition-based,selection,0.37,true
cq_001446_7575f9689c,Business Finance,working capital,Working Capital,,,working capital; operating cycle; raw material; inventory; receivables; credit policy,definition,case-study diagnosis,types of plans,0.83,false
cq_001447_bc14b0cb60,Marketing,promotion,Promotion,,,promotion; advertising; personal selling; sales promotion; public relations,definition,definition-based,promotion mix,0.90,false
cq_001448_797dcdf809,Directing,communication,Communication,,,communication; encoding; decoding; feedback; formal communication; informal communication; barriers; semantic; psychological; organisational; personal,definition,definition-based,communication,0.80,false
cq_001449_e520848980,Marketing,product,Product,,,product; branding; brand name; brand mark; trademark; labelling; packaging,definition,definition-based,product mix,0.87,false
cq_001450_98c714c14b,Directing,Maslow hierarchy,Maslow Hierarchy,,,maslow; physiological; safety; belongingness; esteem; self actualisation,definition,chronology/process order,maslow hierarchy,0.77,false
cq_001451_74bd7ab7fb,Business Finance,investment decision,Investment Decision,,,investment decision; capital budgeting; fixed assets; risk; cash flows,definition,definition-based,investment,0.50,true
cq_001452_31708d2c38,Business Finance,investment decision,Investment Decision,,,investment decision; capital budgeting; fixed assets; risk; cash flows,definition,definition-based,financial risk,0.39,true
cq_001453_ee8bf131c1,Directing,leadership,Leadership,,,leadership; leader; autocratic; democratic; laissez faire; qualities of leader,definition,definition-based,leadership style,0.90,false
cq_001454_ee6a7436a1,Business Finance,investment decision,Investment Decision,,,investment decision; capital budgeting; fixed assets; risk; cash flows,definition,definition-based,commercial,0.49,true
cq_001455_dba706d58d,Directing,meaning and importance,Meaning And Importance,,,directing; supervision; motivation; leadership; communication; integrates efforts,definition,statement true/false,directing,0.71,true
cq_001456_5693ad4d4d,Business Finance,financing decision,Financing Decision,,,financing decision; capital structure; debt; equity; financial risk; cost of capital,definition,definition-based,financial risk,0.60,true
cq_001457_15b0cf1faa,Controlling,meaning and importance,Meaning And Importance,,,controlling; standards; deviation; corrective action; goal oriented,definition,definition-based,discipline,0.57,true
cq_001458_22b5448c2c,Controlling,control process,Control Process,,,setting performance standards; measurement of performance; comparing performance; analysing deviations; critical point control; management by exception; corrective action,process,definition-based,types of plans,0.87,false
cq_001459_4ad87b22dc,Consumer Protection,consumer rights,Consumer Rights,,,right to safety; right to be informed; right to choose; right to be heard; right to seek redressal; right to consumer education,definition,definition-based,consumer,0.24,true
cq_001460_6f4cce78c8,Controlling,meaning and importance,Meaning And Importance,,,controlling; standards; deviation; corrective action; goal oriented,definition,definition-based,could,0.53,true
cq_001461_42548b88a7,Entrepreneurship Development,need and characteristics,Need And Characteristics,,,need for entrepreneurship; characteristics; initiative; confidence; creativity; perseverance,feature,chronology/process order,entrepreneurship,0.60,true
cq_001462_f004d85f9e,Business Finance,financing decision,Financing Decision,,,financing decision; capital structure; debt; equity; financial risk; cost of capital,definition,case-study diagnosis,financial risk,0.80,false
cq_001463_067d86ccbf,Staffing,recruitment,Recruitment,,,internal sources; external sources; transfer; promotion; advertisement; employment exchange; campus recruitment,definition,chronology/process order,recruitment,0.63,true
